Index,Requirement,Ground Truth,Response
6878,"On condition that the event that ( prop_1 ) gets detected and ( prop_3 ) , then the following condition is true : there will eventually exist a certain time point in the future , after which ( prop_2 ) and then this scenario shall uninterruptedly continue for each moment within the subsequent 37 time units .",G((prop_1 & prop_3) -> FG prop_2),(prop_1 & prop_3) -> F G prop_2
6879,"If any of the following happens: (prop_2) or (prop_3), then (prop_4) should happen and only then (prop_1) .",(prop_2 | prop_3) -> (prop_4 -> prop_1),G((prop_2 | prop_3) -> (F(prop_4 & (prop_4 U prop_1))))
6880,when possible ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2
6881,"Either (prop_3) or (prop_4) should happen, or else keep (prop_2) until (prop_1) .",prop_3 | prop_4 | (prop_2 U prop_1),F(prop_3 | prop_4) | (prop_2 U prop_1)
6882,Place letter 2 in building 3 after getting it from post office 1,F(post_office_1 & F(p_lettter_2 & F(building_3 & pd))),F(p_lettter_2 & post_office_1) -> F(p_lettter_2 & building_3)
6885,"In case that ( prop_4 ) , or ( prop_3 ) , then the following condition is true : in no time ( prop_1 ) , and ( prop_2 ) .",G((prop_3 | prop_4) -> (prop_1 & prop_2)),(prop_4 | prop_3) -> (!F prop_1 & prop_2)
6887,"Do not let ( prop_2 ) happen, and ( prop_3 ) happens if and only if ( prop_1 ) happens.",!prop_2 & (prop_1 <-> prop_3),G(!prop_2) & G(prop_3 <-> prop_1)
6889,"Globally , while ( prop_1 ) , then all of the following conditions hold : promptly ( prop_2 ) .",G(prop_1 -> prop_2),G(prop_1 -> X prop_2)
6890,pick_up pear can infer that at some time get apple,pick_up_pear -> F get_apple,G(pick_up_pear -> F get_apple)
6892,repeatedly ( prop_1 ) or ( prop_2 ),G(prop_2 | F prop_1),GF(prop_1 | prop_2)
6893,whenever the engine stops or a train stops then it is never the case that a train stops or a semaphore is red,G((engine_stops | train_stops) -> G!(semaphore_is_red | train_stops)),G((engine_stops | train_stops) -> !(train_stops | semaphore_is_red))
6894,never drop orange or pick_up pear,pick_up_pear | G!drop_orange,G(!drop_orange & !pick_up_pear)
6896,"In case that ( prop_3 ) happens and continues until ( prop_4 ) or else ( prop_2 ) , and also ( prop_1 ) .",prop_1 & (prop_2 | (prop_3 U prop_4)),(prop_3 U (prop_4 | prop_2)) & prop_1
6897,"If ( prop_3 ) is equivalent to ( prop_2 ), then ( prop_1 ) should not happen.",(prop_2 <-> prop_3) -> !prop_1,G((prop_3 <-> prop_2) -> !prop_1)
6899,The scenario in which (prop_4) happens and continues until (prop_3) occurs is equivalent to the scenario in which (prop_1) happens and then (prop_2) happens .,(prop_1 -> prop_2) <-> (prop_4 U prop_3),(prop_4 U prop_3) <-> (prop_1 & F prop_2)
6900,"first, eventually, a sensor gathers information, and then, in the future the table has been moved and the train derails",G!sensor_gathers_information | F(sensor_gathers_information & F(table_has_been_moved & train_derails)),F(sensor_gathers_information & F(table_has_been_moved & F train_derails))
6901,in the future both a motorbike falls down and a train is crossing after both a train derails and the escalator moves,G((escalator_moves & train_derails) -> F(motorbike_falls_down & train_is_crossing)),F((train_derails & escalator_moves) -> F(motorbike_falls_down & train_is_crossing))
6902,grasp orange and travel_to waste bin,grasp_orange & travel_to_waste_bin,F(grasp_orange & F travel_to_waste_bin)
6903,at any time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G !prop_2
6908,"If ( prop_2 ) then ( prop_1 ) happens , or else ( prop_3 ) or ( prop_4 ) .",prop_3 | prop_4 | (prop_2 -> prop_1),(prop_2 -> prop_1) | ( !prop_2 & (prop_3 | prop_4))
6911,"You do not do (prop_1) and if you observe (prop_3), then you should do (prop_2) .",!prop_1 & (prop_3 -> prop_2),G(!prop_1 & (prop_3 -> prop_2))
6913,"If at some point ( prop_2 ) and ( prop_4 ) happens and continues to happen until ( prop_3 ) is detected , then ( prop_1 ) .",((prop_2 & prop_4) U prop_3) -> prop_1,F((prop_2 & prop_4) & ((prop_4 U prop_3) -> prop_1))
6914,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2))
6915,at the red_room but do not enter the blue_room,F red_room & G!blue_room,red_room & !blue_room
6920,whenever ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),G(prop_1 U !F prop_2)
6923,"at a certain moment both the brake is pressed and a motorbike has stopped and, in the future a sensor captures data and a sensor gathers information afterwards",G!(brake_is_pressed & motorbike_has_stopped) | F(brake_is_pressed & motorbike_has_stopped & F(sensor_captures_data & sensor_gathers_information)),F((brake_is_pressed & motorbike_has_stopped) & F(sensor_captures_data & F sensor_gathers_information))
6924,do not ( prop_1 ) or at some time ( prop_2 ),!(prop_1 | F prop_2),(!prop_1 | F prop_2)
6925,"Continue staying in park 5 until you photograph monument 2, and then move to intersection 5 and remain there",park_5 U (monument_2 & photo & F(intersection_5 & G intersection_5)),(park_5 U photo) & F(G intersection_5)
6929,never let_go or gather apple,gather_apple | G!let_go,G(!let_go | gather_apple)
6931,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),GF(prop_1 | prop_2)
6932,"It is always the case that if ( prop_2 ) , then in response ( prop_3 ) , or ( prop_1 ) .",G(prop_2 -> (prop_1 | prop_3)),G(prop_2 -> F(prop_3 | prop_1))
6934,"sooner or later a bridge closes and, it is going to happen that both the sensor gathers information and the motorbike catches fire afterwards",G!bridge_closes | F(bridge_closes & F(motorbike_catches_fire & sensor_gathers_information)),F(bridge_closes & F(sensor_gathers_information & F(motorbike_catches_fire)))
6936,"If (prop_2) occurs, then keep it true until (prop_1), or else do not do (prop_3) .",!prop_3 | (prop_2 U prop_1),G(prop_2 -> (prop_2 U prop_1)) | G(!prop_3)
6937,always have_in orange or approach trash can,approach_trash_can | G have_in_orange,G(have_in_orange | approach_trash_can)
6939,"For all time (prop_2) is true, or else (prop_3) is equivalent to (prop_1) .",(prop_1 <-> prop_3) | G prop_2,G(prop_2 | (prop_3 <-> prop_1))
6940,"As long as (prop_1) is always true, or else if (prop_2) then (prop_3) .",(prop_2 -> prop_3) | G prop_1,G(prop_1 | (prop_2 -> prop_3))
6942,when possible bring pear means that whenever venture_to house,F bring_pear -> F venture_to_house,G(venture_to_house -> bring_pear)
6944,"if never let_go apple , at any time going_to flag",G!let_go_apple -> F going_to_flag,G(!let_go_apple) -> G(going_to_flag)
6945,when possible ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2
6946,"If it is not the case that (prop_1), then it must be equal to the case that (prop_2) is equivalent to (prop_3) .",!prop_1 <-> (prop_2 <-> prop_3),!prop_1 -> (prop_2 <-> prop_3)
6947,If ( prop_3 ) then ( prop_2 ) happens and ( prop_4 ) and also ( prop_1 ) .,prop_1 & prop_4 & (prop_3 -> prop_2),G(prop_3 -> (F prop_2 & prop_4 & prop_1))
6950,at some time present_at flag until go_by waste bin,F present_at_flag U go_by_waste_bin,F(present_at_flag U go_by_waste_bin)
6953,( prop_2 ) does not happen is equivalent to the scenario in which ( prop_3 ) happens and then ( prop_1 ) happens .,!prop_2 <-> (prop_3 -> prop_1),(!F prop_2) <-> (F(prop_3 & F prop_1))
6954,"You do (prop_4) and it is equivalent to (prop_2), and you should do (prop_3) if you observe (prop_1) .",(prop_2 <-> prop_4) & (prop_3 -> prop_1),(prop_4 & (prop_4 <-> prop_2) & G(prop_1 -> prop_3))
6955,Collect box_8 from house_3 and transport it to office_2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F(p_box_8 & house_3 & F(p_box_8 & office_2))
6957,"as either a motorbike has stopped or the house is built, it will happen that a train has arrived",G((house_is_built | motorbike_has_stopped) -> F train_has_arrived),(motorbike_has_stopped | house_is_built) -> F train_has_arrived
6958,Get package_2 from store_3 and take it to house_2 but do not enter mall_1,F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1,F(store_3 & p_package_2 & F(house_2 & pd)) & G(!mall_1)
6959,"If you do (prop_1), then you should do (prop_4), and if you do (prop_3), then you should do (prop_2) .",(prop_1 -> prop_4) & (prop_3 -> prop_2),G((prop_1 -> F prop_4) & (prop_3 -> F prop_2))
6963,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2
6964,forever have_in orange and approach trash can,approach_trash_can & G have_in_orange,G(have_in_orange & approach_trash_can)
6965,at any time get_hold orange means that when possible obtain apple,F get_hold_orange -> F obtain_apple,G(get_hold_orange -> F obtain_apple)
6966,"It is always the case that everytime when the transition action that ( prop_1 ) happens , or ( prop_2 ) then in response starting without any delay ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3),G((prop_1 | prop_2) -> X prop_3)
6972,"For all time instances, ( prop_1 ) is true if and only if ( prop_3 ) or ( prop_2 ) is true.",(prop_2 | prop_3) <-> G prop_1,G(prop_1 <-> (prop_3 | prop_2))
6974,"For all time instants in the future ( prop_3 ) should be detected , or ( prop_1 ) happens in one time , or else ( prop_2 ) happens in one time .",prop_1 | prop_2 | G prop_3,G(prop_3 | F prop_1 | F prop_2)
6975,"( prop_1 ) is detected all the time until at some point in the future that ( prop_4 ) is detected, the above condition should be equivalent to the condition that ( prop_2 ), or ( prop_3 ) should be true .",prop_3 | (prop_2 <-> (prop_1 U prop_4)),(prop_1 U prop_4) <-> (prop_2 | prop_3)
6976,Keep taking box_2 from store_4 to hall_8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G(p_box_2 & store_4 -> F(p_box_2 & hall_8))
6978,do not pick_up anything and at any time journey_by house,!F pick_up_anything & F journey_by_house,G(!pick_up_anything & journey_by_house)
6979,whenever ( prop_1 ) and do not ( prop_2 ),F(prop_1 & !F prop_2),G((prop_1 & !prop_2))
6980,"In case that ( prop_2 ) or ( prop_4 ) then ( prop_1 ) should happen , or else ( prop_3 ) .",prop_3 | ((prop_2 | prop_4) -> prop_1),G((prop_2 | prop_4) -> F prop_1) | G(!prop_2 & !prop_4 -> F prop_3)
6981,do not ( prop_1 ) until whenever ( prop_2 ),!(prop_1 U F prop_2),(!prop_1) U prop_2
6982,Either make (prop_3) happen at some time or make sure (prop_1) and (prop_2) are equivalent .,(prop_1 <-> prop_2) | F prop_3,F prop_3 | G (prop_1 <-> prop_2)
6983,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2)
6985,"it will happen that a sensor gathers information and, eventually, the table is brown and the bar is down afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bar_is_down & table_is_brown)),F(sensor_gathers_information & F(table_is_brown & F(bar_is_down)))
6986,Avoid going to park_5 until you reach intersection_5 as you take a photo of monument_3,(!park_5 U intersection_5) & F(monument_3 & photo),(!park_5) U (intersection_5 & photo)
6988,"If record safe_person holds, then in the next step record safe_rescuer persists until deliver_aid the injured_victim holds, or else record safe_rescuer holds forever.",record_safe_person -> X((record_safe_rescuer U deliver_aid_injured_victim) | G record_safe_rescuer),record_safe_person -> (X (record_safe_rescuer U deliver_aid_injured_victim) | G record_safe_rescuer)
6990,at the red_room avoiding the yellow_room,F red_room & G!yellow_room,red_room & !yellow_room
6992,If ( prop_4 ) or ( prop_1 ) then ( prop_2 ) and also ( prop_3 ) .,prop_3 & ((prop_1 | prop_4) -> prop_2),(prop_4 | prop_1) -> (prop_2 & prop_3)
6993,"when at any time approach house , pick_up pear",F approach_house -> pick_up_pear,G(approach_house -> pick_up_pear)
6994,"If ( prop_1 ) then ( prop_3 ) and also ( prop_2 ) is true , the above scenario is equivalent to ( prop_4 ) .",prop_4 <-> (prop_2 & (prop_1 -> prop_3)),((prop_1 -> (prop_3 & prop_2)) <-> prop_4)
6996,never ( prop_1 ) means that when possible ( prop_2 ),G!prop_1 -> F prop_2,G(!prop_1) -> G(prop_2)
6997,"Globally , when ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) , and until then consecutively ( prop_1 ) .",G(prop_2 -> (prop_3 U prop_1)),G(prop_2 -> (prop_1 U prop_3))
7000,"If it is not the case that ( prop_2 ) implies ( prop_3 ) should happen, or else ( prop_1 ) should be true .",prop_1 | !(prop_2 -> prop_3),(! (prop_2 -> F prop_3)) | prop_1
7001,in any case the house collapses or the escalator speeds up,G(escalator_speeds_up | house_collapses),(house_collapses | escalator_speeds_up)
7002,"It is always the case that in case that ( prop_1 ) , and ( prop_3 ) , then the subsequent condition will not be true : finally the event that ( prop_2 ) does n't take place at a time within the first 98 time units .",G((prop_1 & prop_3) -> !F prop_2),G((prop_1 & prop_3) -> !F(!prop_2))
7007,forever touch flag and take_to tree,take_to_tree & G touch_flag,G(touch_flag & take_to_tree)
7011,"If at some point ( prop_2 ) then ( prop_4 ) happens and this scenario will hold until ( prop_1 ) , or else ( prop_3 ) .",prop_3 | ((prop_2 -> prop_4) U prop_1),F(prop_2 -> (prop_4 U prop_1)) | prop_3
7012,Take trash_4 from house_4 to garbage_dump_1,F(house_4 & F(p_trash_4 & F(garbage_dump_1 & pd))),F(pd & p_trash_4 & house_4 & F(pd & p_trash_4 & garbage_dump_1))
7016,"At some point during the coming time units ( prop_3 ) should happen and then ( prop_1 ) , or else ( prop_2 ) .",prop_2 | F(prop_3 -> prop_1),F(prop_3 & F prop_1) | F prop_2
7017,"For each time instant in the coming time units ( prop_2 ) is equivalent to ( prop_3 ) , and also ( prop_1 ) .",prop_1 & G(prop_2 <-> prop_3),G((prop_2 <-> prop_3) & prop_1)
7019,don't let_go pear or approach tree,approach_tree | !let_go_pear,G(!let_go_pear & !approach_tree)
7021,don't ( prop_1 ) and ( prop_2 ),!(prop_2 & F prop_1),!(prop_1 & prop_2)
7024,never ( prop_1 ) or forever ( prop_2 ),G(!prop_1 | G prop_2),G(!prop_1) | G(prop_2)
7026,Pick up bottle 3 from store 1 and deliver it to hospital 2.,F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd))),F(p_bottle_3 & shop_1 & F(pd & hospital_2))
7032,whenever present_at flag or at any time present_at flag,F present_at_flag,G(present_at_flag)
7033,"Globally , when the event that ( prop_1 ) is observed , then all of the following conditions are true : promptly ( prop_2 ) , or in no time ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> (X prop_2 | X prop_3))
7034,"if hold pear , pick_up orange",hold_pear -> pick_up_orange,G(hold_pear -> pick_up_orange)
7035,"If at some point ( prop_3 ) is equivalent to ( prop_2 ) and this scenario continues until ( prop_1 ) , or else ( prop_4 ) .",prop_4 | ((prop_2 <-> prop_3) U prop_1),F((prop_3 <-> prop_2) U prop_1) | prop_4
7037,forever have_in orange and at any time go_to trashcan,G have_in_orange & F go_to_trashcan,G(have_in_orange) & GF(go_to_trashcan)
7038,"It is always the case that everytime when ( prop_2 ) , and ( prop_3 ) , then in response there will finally exist sometime in the future before the end of the execution , at which uninterruptedly ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),G((prop_2 & prop_3) -> F prop_1)
7042,always ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2)
7047,"If both ( prop_3 ) and ( prop_1 ) do not happen , then ( prop_2 ) .",!(prop_1 & prop_3) -> prop_2,(!prop_3 & !prop_1) -> prop_2
7052,"first, at some point in time a train has been launched and the semaphore is yellow, and then, sooner or later the train has been launched and the constructor creates instances",G!(semaphore_is_yellow & train_has_been_launched) | F(semaphore_is_yellow & train_has_been_launched & F(constructor_creates_instances & train_has_been_launched)),F((train_has_been_launched & semaphore_is_yellow) & F(train_has_been_launched & constructor_creates_instances))
7053,"Keep (prop_1) until (prop_3), and in the meantime,  if (prop_4) then (prop_2) should happen .",(prop_4 -> prop_2) & (prop_1 U prop_3),(prop_1 U prop_3) & G(!(prop_3) -> (prop_4 -> prop_2))
7054,Keep visiting parking_lot_4 as you take document_4 from car_5 to car_6,GF parking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd))),G(parking_lot_4) U (p_document_4 & car_6)
7056,"If change light_north red holds and record the cyclist on northeast_2nd_street holds next, then record the car on southeast_10th_street holds in the step after that.",G((change_light_north_red & X record_cyclist_northeast_2nd_street) -> XX record_car_southeast_10th_street),(change_light_north_red & X record_cyclist_northeast_2nd_street) -> XX record_car_southeast_10th_street
7057,"Eventually, (prop_2) being true is equivalent to both (prop_3) and (prop_1) being true at the same time.",(prop_1 & prop_3) <-> F prop_2,F(prop_2 <-> (prop_3 & prop_1))
7059,( prop_1 ) until at some time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
7060,forever stay and whenever migrate_to tree,G stay & F migrate_to_tree,G(stay & (migrate_to_tree -> stay))
7063,"Request assistance should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),G(get_help | X get_help | XX get_help)
7066,"Eventually go to house 3, pick up pass 2, and deliver it to office 2, while ensuring you do not enter street 5 before picking up pass 2",F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2),F(house_3 & F(p_pass_2 & F(office_2))) & (!street_5 U p_pass_2)
7068,"sooner or later either a train is crossing or the elevator rises and, it is going to happen that either the engine breaks or the semaphore is yellow afterwards",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(engine_breaks | semaphore_is_yellow)),F((train_is_crossing | elevator_rises) & F(engine_breaks | X semaphore_is_yellow))
7069,get_to tree or reach house,get_to_tree | reach_house,F (get_to_tree | reach_house)
7070,"It is always the case that whenever ( prop_2 ) , or the event that ( prop_3 ) is detected then in response right away ( prop_4 ) and ( prop_1 ) .",G((prop_2 | prop_3) -> (prop_1 & prop_4)),G((prop_2 | prop_3) -> X(prop_4 & prop_1))
7071,"Globally , whenever ( prop_1 ) or ( prop_2 ) , then all of the following conditions hold : there needs to be a time in the future before the simulation ends , at which ( prop_4 ) , and till then ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_4 U prop_3)),G((prop_1 | prop_2) -> (prop_3 U prop_4))
7076,"If not (prop_1), then (prop_4), otherwise while (prop_5), do (prop_2) or (prop_3).",(!prop_1 -> prop_4) | (prop_5 -> (prop_2 | prop_3)),(!prop_1 -> prop_4) & (prop_1 -> G(prop_5 -> (prop_2 | prop_3)))
7077,Either keep (prop_1) until (prop_2) or make sure that (prop_3) is equivalent to (prop_4) .,(prop_3 <-> prop_4) | (prop_1 U prop_2),(prop_1 U prop_2) | G(prop_3 <-> prop_4)
7079,"Make sure that (prop_3) is always true, and then do (prop_2) and (prop_1) .",G prop_3 -> (prop_1 & prop_2),G(prop_3) & F(prop_2 & prop_1)
7080,never let_go orange means that acquire apple,G!let_go_orange -> acquire_apple,G(!let_go_orange -> acquire_apple)
7081,never let_go apple or when possible go_near pear,G!let_go_apple | F go_near_pear,G(!let_go_apple) | GF(go_near_pear)
7082,"If ( prop_3 ) then ( prop_1 ) happens , and also ( prop_2 ) .",prop_2 & (prop_3 -> prop_1),(prop_3 -> (F prop_1 & prop_2))
7083,always hold_on pear until at some time venture flag,G hold_on_pear U F venture_flag,G(hold_on_pear U venture_flag)
7084,"Globally , when the event that ( prop_2 ) gets detected then the following condition is true : ( prop_3 ) , until then ( prop_1 ) .",G(prop_2 -> (prop_3 U prop_1)),G(prop_2 -> (prop_1 U prop_3))
7085,Do not leave park_4 until you have taken a photograph of statue_9,park_4 U (photo & statue_9),park_4 U photo
7086,Ensure you repeatedly photograph area 9 while regularly moving ordnance 3 from camp 4 to camp 9,GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd))),GF(photo & area_9) & GF(pd & p_ordnance_3 & camp_4 & FX(pd & p_ordnance_3 & camp_9))
7087,"In the case ( prop_2 ) and ( prop_3 ) , then the condition that consistently ( prop_1 ) is n't true .",G((prop_2 & prop_3) -> !G prop_1),(prop_2 & prop_3) -> !G(prop_1)
7088,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2)
7090,"Always (prop_1), and at the same time, negation (prop_3) is equivalent to (prop_2) .",(prop_2 <-> !prop_3) & G prop_1,G(prop_1 & (!prop_3 <-> prop_2))
7092,always ( prop_1 ) and at some time ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & F(prop_2)
7094,if either a sensor captures data or the train has been launched then at any time either the car stops or the brake is released,G((sensor_captures_data | train_has_been_launched) -> G(brake_is_released | car_stops)),(sensor_captures_data | train_has_been_launched) -> G(car_stops | brake_is_released)
7095,stop_by flag until never let_go orange,stop_by_flag U G!let_go_orange,stop_by_flag U !let_go_orange
7098,"If ( prop_1 ) and ( prop_2 ), then ( prop_6 ) until ( prop_5 ) happens , and ( prop_4 ) until ( prop_3 ) does not happen .",((prop_1 & prop_2) -> (prop_6 U prop_5)) & (prop_4 U !prop_3),(prop_1 & prop_2) -> ((prop_6 U prop_5) & (prop_4 U !prop_3))
7099,"Eventually, (prop_3) is true if and only if both (prop_1) and (prop_2) are true.",(prop_1 & prop_2) <-> F prop_3,F(prop_3 <-> (prop_1 & prop_2))
7101,Ensure you continuously stay in locality 7 as you move letter 1 from office 4 to house 1,G locality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd))),G(locality_7) & (p_letter_1 & office_4) U (p_letter_1 & house_1)
7104,Continuously take pictures of intersection_4 at regular intervals,GF(intersection_4 & photo),G(photo & intersection_4)
7106,whenever obtain orange or at some time snatch pear,F obtain_orange | F snatch_pear,(obtain_orange | F snatch_pear)
7112,"If at some point (prop_1) or (prop_3) occurs, then keep doing that until (prop_2) and (prop_4) are equivalent .",(prop_1 | prop_3) U (prop_2 <-> prop_4),F((prop_1 | prop_3) -> ((prop_1 | prop_3) U (prop_2 <-> prop_4)))
7113,Ensure you continuously take pictures of statue_4 while regularly visiting charger_4,GF(photo & statue_4) & GF charger_4,G(photo & statue_4) & GF(charger_4)
7114,"It is always the case that if ( prop_3 ) , and ( prop_1 ) then all of the following conditions hold : without interruption the transition action that ( prop_2 ) ought n't to get detected in the future before the execution ends .",G((prop_1 & prop_3) -> G prop_2),G((prop_3 & prop_1) -> G(!prop_2))
7118,Pick up brochure_5 from table_2 and put it in street_5,F(table_2 & F(p_brochure_5 & F(pd & street_5))),F(p_brochure_5 & table_2 & pd) & F(p_brochure_5 & street_5 & pd)
7120,"when drop_by , never drop orange",drop_by -> G!drop_orange,G(drop_by -> !drop_orange)
7121,( prop_1 ) until when possible ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
7127,at any time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G !prop_2
7128,"If (prop_2) doesn't happen, then make sure (prop_3) and (prop_1) are equivalent .",!prop_2 -> (prop_1 <-> prop_3),(!F prop_2) -> G (prop_3 <-> prop_1)
7129,"at some point in time either the constructor creates instances or a motorbike is driven and, at some point a sensor gathers information afterwards",G!(constructor_creates_instances | motorbike_is_driven) | F((constructor_creates_instances | motorbike_is_driven) & F sensor_gathers_information),F((constructor_creates_instances | motorbike_is_driven) & F sensor_gathers_information)
7130,whenever snag orange or don't let_go pear,!let_go_pear | F snag_orange,G((snag_orange | !let_go_pear))
7131,if both a house is open and a motorbike has started then it is always the case that the constructor creates instances and a car stops,G((house_is_open & motorbike_has_started) -> G(car_stops & constructor_creates_instances)),(house_is_open & motorbike_has_started) -> G(constructor_creates_instances & car_stops)
7135,"after either the table is old or a manager collect claims, sooner or later the manager collect claims and a train has arrived",G((manager_collect_claims | table_is_old) -> F(manager_collect_claims & train_has_arrived)),F((table_is_old | manager_collect_claims) & F(manager_collect_claims & train_has_arrived))
7136,"If at some point (prop_2) or (prop_1), then keep doing that until you no longer see (prop_3) .",(prop_1 | prop_2) U !prop_3,G((prop_1 | prop_2) -> ((prop_1 | prop_2) U !prop_3))
7138,"first, at a certain moment either a semaphore is green or the bar is closing, and then, it will happen that the brake is released and the sensor captures data",G!(bar_is_closing | semaphore_is_green) | F((bar_is_closing | semaphore_is_green) & F(brake_is_released & sensor_captures_data)),F((semaphore_is_green | bar_is_closing) & F(brake_is_released & sensor_captures_data))
7139,( prop_1 ) until at some time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2
7140,Continuously visit parking lot 4 while delivering document 4 from car 5 to car 6,GF parking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd))),G(pd & p_document_4 & car_5 & car_6 -> parking_lot_4)
7141,"Until ( prop_4 ) happens and ( prop_2 ) is true as a result, allow ( prop_3 ) or ( prop_1 ) to occur.",(prop_1 | prop_3) U (prop_4 -> prop_2),(prop_3 | prop_1) U (prop_4 & prop_2)
