source;APs;original NL;original LTL;Spot LTL;lifted_LTL
navi.jsonl;"['""drop(orange)""', '""collect(pear)""']";collect pear or never drop orange;"""collect(pear)"" | G ( ! ( ""drop(orange)"" ) )";"""collect(pear)"" | G!""drop(orange)""";ap_1 | G!ap_0
navi.jsonl;"['""make_your_way(flag)""', '""travel_to(waste_bin)""']";whenever make_your_way flag and travel_to waste bin;"F ( ""make_your_way(flag)"" ) & ""travel_to(waste_bin)""";"""travel_to(waste_bin)"" & F""make_your_way(flag)""";ap_1 & Fap_0
navi.jsonl;"['""let_go(orange)""', '""pick_up(anything)""']";never let_go orange or don't pick_up anything;"G ( ! ( ""let_go(orange)"" ) ) | ! ( F ( ""pick_up(anything)"" ) )";"G!""let_go(orange)"" | !F""pick_up(anything)""";G!ap_0 | !Fap_1
navi.jsonl;"['""go_to(orange)""', '""yield(pear)""']";whenever yield pear can infer that go_to orange;"F ( ""yield(pear)"" ) -> ""go_to(orange)""";"F""yield(pear)"" -> ""go_to(orange)""";Fap_1 -> ap_0
navi.jsonl;"['""drop(orange)""', '""withdraw(pear)""']";never drop orange and when possible withdraw pear;"G ( ! ( ""drop(orange)"" ) ) & F ( ""withdraw(pear)"" )";"G!""drop(orange)"" & F""withdraw(pear)""";G!ap_0 & Fap_1
navi.jsonl;"['""take(apple)""', '""move_to(trash_can)""']";if take apple , move_to trash can;"""take(apple)"" -> ""move_to(trash_can)""";"""take(apple)"" -> ""move_to(trash_can)""";ap_0 -> ap_1
navi.jsonl;"['""haul(pear)""', '""get(pear)""']";whenever haul pear or at any time get pear;"F ( ""haul(pear)"" ) | F ( ""get(pear)"" )";"F""haul(pear)"" | F""get(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""go_by(flag)""', '""acquire(apple)""']";acquire apple or when possible go_by flag;"""acquire(apple)"" | F ( ""go_by(flag)"" )";"""acquire(apple)"" | F""go_by(flag)""";ap_1 | Fap_0
navi.jsonl;"['""hold(pear)""']";hold pear or hold pear;"""hold(pear)"" | ""hold(pear)""";"""hold(pear)""";ap_0
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";whenever reach flag and venture_towards house;"F ( ""reach(flag)"" ) & ""venture_towards(house)""";"""venture_towards(house)"" & F""reach(flag)""";ap_0 & Fap_1
navi.jsonl;"['""drop(apple)""']";never drop apple or never drop apple;"G ( ! ( ""drop(apple)"" ) ) | G ( ! ( ""drop(apple)"" ) )";"G!""drop(apple)""";G!ap_0
navi.jsonl;"['""venture_to(flag)""', '""visit(house)""']";at some time visit house and whenever venture_to flag;"F ( ""visit(house)"" ) & F ( ""venture_to(flag)"" )";"F""visit(house)"" & F""venture_to(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""let_go(pear)""', '""get_close(tree)""']";do not let_go pear or whenever get_close tree;"! ( ""let_go(pear)"" ) | F ( ""get_close(tree)"" )";"!""let_go(pear)"" | F""get_close(tree)""";!ap_0 | Fap_1
navi.jsonl;"['""show_yourself_near(house)""', '""shift_to(flag)""']";when possible show_yourself_near house or at any time shift_to flag;"F ( ""show_yourself_near(house)"" ) | F ( ""shift_to(flag)"" )";"F""show_yourself_near(house)"" | F""shift_to(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""steal(apple)""', '""yield(pear)""']";at some time steal apple or at any time yield pear;"F ( ""steal(apple)"" ) | F ( ""yield(pear)"" )";"F""steal(apple)"" | F""yield(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""have_possession_of(apple)""', '""collect(apple)""']";at any time have_possession_of apple and whenever collect apple;"F ( ""have_possession_of(apple)"" ) & F ( ""collect(apple)"" )";"F""have_possession_of(apple)"" & F""collect(apple)""";Fap_0 & Fap_1
navi.jsonl;"['""move_to(house)""', 'move']";forever move and move_to house;"G ( ""move"" ) & ""move_to(house)""";"""move_to(house)"" & Gmove";ap_0 & Gap_1
navi.jsonl;"['""drop(apple)""', '""approach(flag)""']";at some time approach flag or never drop apple;"F ( ""approach(flag)"" ) | G ( ! ( ""drop(apple)"" ) )";"F""approach(flag)"" | G!""drop(apple)""";Fap_1 | G!ap_0
navi.jsonl;"['""seize(orange)""', '""journey_to(house)""']";when possible seize orange until at any time journey_to house;"F ( ""seize(orange)"" ) U F ( ""journey_to(house)"" )";"F""seize(orange)"" U F""journey_to(house)""";Fap_0 U Fap_1
navi.jsonl;"['""take(apple)""', '""pick_up(peach)""']";at any time pick_up peach or take apple;"F ( ""pick_up(peach)"" ) | ""take(apple)""";"""take(apple)"" | F""pick_up(peach)""";ap_0 | Fap_1
navi.jsonl;"['""go_visit(flag)""', '""obtain(apple)""']";at any time obtain apple or go_visit flag;"F ( ""obtain(apple)"" ) | ""go_visit(flag)""";"""go_visit(flag)"" | F""obtain(apple)""";ap_0 | Fap_1
navi.jsonl;"['""let_go(pear)""', '""withdraw(pear)""']";when possible withdraw pear or do not let_go pear;"F ( ""withdraw(pear)"" ) | ! ( ""let_go(pear)"" )";"!""let_go(pear)"" | F""withdraw(pear)""";!ap_0 | Fap_1
navi.jsonl;"['""grasp(apple)""', '""seize(apple)""']";seize apple or whenever grasp apple;"""seize(apple)"" | F ( ""grasp(apple)"" )";"""seize(apple)"" | F""grasp(apple)""";ap_1 | Fap_0
navi.jsonl;"['""get_hold(orange)""', '""move_forward(trash_can)""']";when at any time get_hold orange , whenever move_forward trash can;"F ( ""get_hold(orange)"" ) -> F ( ""move_forward(trash_can)"" )";"F""get_hold(orange)"" -> F""move_forward(trash_can)""";Fap_0 -> Fap_1
navi.jsonl;"['""come(home)""', '""collect(pear)""']";at any time come home or collect pear;"F ( ""come(home)"" ) | ""collect(pear)""";"""collect(pear)"" | F""come(home)""";ap_1 | Fap_0
navi.jsonl;"['""have_in(orange)""', '""go_to(trashcan)""']";forever have_in orange or at some time go_to trashcan;"G ( ""have_in(orange)"" ) | F ( ""go_to(trashcan)"" )";"G""have_in(orange)"" | F""go_to(trashcan)""";Gap_0 | Fap_1
navi.jsonl;"['""go_to(home)""', '""grab(apple)""']";when possible grab apple or whenever go_to home;"F ( ""grab(apple)"" ) | F ( ""go_to(home)"" )";"F""grab(apple)"" | F""go_to(home)""";Fap_1 | Fap_0
navi.jsonl;"['""go_by(trash_can)""', '""start_going_to(tree)""']";whenever start_going_to tree and forever go_by trash can;"F ( ""start_going_to(tree)"" ) & G ( ""go_by(trash_can)"" )";"F""start_going_to(tree)"" & G""go_by(trash_can)""";Fap_1 & Gap_0
navi.jsonl;"['""bring(pear)""', '""go_by(waste_basket)""']";if at some time go_by waste basket , at any time bring pear;"F ( ""go_by(waste_basket)"" ) -> F ( ""bring(pear)"" )";"F""go_by(waste_basket)"" -> F""bring(pear)""";Fap_1 -> Fap_0
navi.jsonl;"['""steal(apple)""', '""shift_to(flag)""']";at some time shift_to flag or at some time steal apple;"F ( ""shift_to(flag)"" ) | F ( ""steal(apple)"" )";"F""shift_to(flag)"" | F""steal(apple)""";Fap_1 | Fap_0
navi.jsonl;"['""travel_to(apple)""', '""have(pear)""']";whenever have pear or travel_to apple;"F ( ""have(pear)"" ) | ""travel_to(apple)""";"""travel_to(apple)"" | F""have(pear)""";ap_0 | Fap_1
navi.jsonl;"['""take(orange)""', '""start_going_to(tree)""']";at any time start_going_to tree or take orange;"F ( ""start_going_to(tree)"" ) | ""take(orange)""";"""take(orange)"" | F""start_going_to(tree)""";ap_0 | Fap_1
navi.jsonl;"['""steal(apple)""', '""proceed_to(flag)""']";if at some time steal apple , when possible proceed_to flag;"F ( ""steal(apple)"" ) -> F ( ""proceed_to(flag)"" )";"F""steal(apple)"" -> F""proceed_to(flag)""";Fap_0 -> Fap_1
navi.jsonl;"['""move_to(flag)""', '""get(apple)""']";at any time get apple means that at any time move_to flag;"F ( ""get(apple)"" ) -> F ( ""move_to(flag)"" )";"F""get(apple)"" -> F""move_to(flag)""";Fap_1 -> Fap_0
navi.jsonl;"['""go_to(waste_basket)""', '""journey_to(house)""']";at any time journey_to house or repeatedly go_to waste basket;"F ( ""journey_to(house)"" ) | G ( F ( ""go_to(waste_basket)"" ) )";"F""journey_to(house)"" | GF""go_to(waste_basket)""";Fap_1 | GFap_0
navi.jsonl;"['""venture(house)""', '""visit(waste_basket)""']";at some time venture house and at some time visit waste basket;"F ( ""venture(house)"" ) & F ( ""visit(waste_basket)"" )";"F""venture(house)"" & F""visit(waste_basket)""";Fap_0 & Fap_1
navi.jsonl;"['""visit(tree)""', '""pick_up(flag)""']";pick_up flag or visit tree;"""pick_up(flag)"" | ""visit(tree)""";"""pick_up(flag)"" | ""visit(tree)""";ap_1 | ap_0
navi.jsonl;"['""move_to(house)""', '""walk_to(flag)""']";move_to house or at any time walk_to flag;"""move_to(house)"" | F ( ""walk_to(flag)"" )";"""move_to(house)"" | F""walk_to(flag)""";ap_0 | Fap_1
navi.jsonl;"['""come(home)""', '""obtain(pear)""']";whenever obtain pear until at some time come home;"F ( ""obtain(pear)"" ) U F ( ""come(home)"" )";"F""obtain(pear)"" U F""come(home)""";Fap_1 U Fap_0
navi.jsonl;"['""move_to(flag)""', '""make_contact(flag)""']";whenever make_contact flag or at some time move_to flag;"F ( ""make_contact(flag)"" ) | F ( ""move_to(flag)"" )";"F""make_contact(flag)"" | F""move_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""bring(pear)""', '""secure(apple)""']";secure apple and at any time bring pear;"""secure(apple)"" & F ( ""bring(pear)"" )";"""secure(apple)"" & F""bring(pear)""";ap_1 & Fap_0
navi.jsonl;"['""drop(apple)""', '""travel_to(tree)""']";travel_to tree or never drop apple;"""travel_to(tree)"" | G ( ! ( ""drop(apple)"" ) )";"""travel_to(tree)"" | G!""drop(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""go_to(orange)""', '""hold(pear)""']";go_to orange or hold pear;"""go_to(orange)"" | ""hold(pear)""";"""go_to(orange)"" | ""hold(pear)""";ap_0 | ap_1
navi.jsonl;"['""take(apple)""', '""stand_by(tree)""']";when possible stand_by tree until take apple;"F ( ""stand_by(tree)"" ) U ""take(apple)""";"F""stand_by(tree)"" U ""take(apple)""";Fap_1 U ap_0
navi.jsonl;"['""set_out_to(house)""', '""move_to(tree)""']";when whenever set_out_to house , move_to tree;"F ( ""set_out_to(house)"" ) -> ""move_to(tree)""";"F""set_out_to(house)"" -> ""move_to(tree)""";Fap_0 -> ap_1
navi.jsonl;"['""put_in(apple_bucket)""', '""collect(pear)""']";put_in apple bucket or collect pear;"""put_in(apple_bucket)"" | ""collect(pear)""";"""collect(pear)"" | ""put_in(apple_bucket)""";ap_1 | ap_0
navi.jsonl;"['""go_by(waste_bin)""', '""withhold(apple)""']";when possible withhold apple or go_by waste bin;"F ( ""withhold(apple)"" ) | ""go_by(waste_bin)""";"""go_by(waste_bin)"" | F""withhold(apple)""";ap_0 | Fap_1
navi.jsonl;"['""go_by(waste_bin)""', '""reach(flag)""']";whenever reach flag means that go_by waste bin;"F ( ""reach(flag)"" ) -> ""go_by(waste_bin)""";"F""reach(flag)"" -> ""go_by(waste_bin)""";Fap_1 -> ap_0
navi.jsonl;"['""venture(house)""', '""travel_by(tree)""']";at some time travel_by tree or at some time venture house;"F ( ""travel_by(tree)"" ) | F ( ""venture(house)"" )";"F""travel_by(tree)"" | F""venture(house)""";Fap_1 | Fap_0
navi.jsonl;"['""proceed_to(house)""', '""get(pear)""']";whenever get pear and at some time proceed_to house;"F ( ""get(pear)"" ) & F ( ""proceed_to(house)"" )";"F""get(pear)"" & F""proceed_to(house)""";Fap_1 & Fap_0
navi.jsonl;"['""venture_towards(house)""', '""reach(flag)""']";whenever reach flag and venture_towards house;"F ( ""reach(flag)"" ) & ""venture_towards(house)""";"""venture_towards(house)"" & F""reach(flag)""";ap_0 & Fap_1
navi.jsonl;"['""travel_to(house)""', '""move_past(trash_can)""']";at some time move_past trash can until whenever travel_to house;"F ( ""move_past(trash_can)"" ) U F ( ""travel_to(house)"" )";"F""move_past(trash_can)"" U F""travel_to(house)""";Fap_1 U Fap_0
navi.jsonl;"['""go_by(waste_bin)""', '""present_at(flag)""']";go_by waste bin and whenever present_at flag;"""go_by(waste_bin)"" & F ( ""present_at(flag)"" )";"""go_by(waste_bin)"" & F""present_at(flag)""";ap_0 & Fap_1
navi.jsonl;"['""go_by(flag)""', '""move_to(trash_can)""']";move_to trash can and when possible go_by flag;"""move_to(trash_can)"" & F ( ""go_by(flag)"" )";"""move_to(trash_can)"" & F""go_by(flag)""";ap_1 & Fap_0
navi.jsonl;"['""going_to(tree)""', '""venture_to(waste_basket)""']";going_to tree means that when possible venture_to waste basket;"""going_to(tree)"" -> F ( ""venture_to(waste_basket)"" )";"""going_to(tree)"" -> F""venture_to(waste_basket)""";ap_0 -> Fap_1
navi.jsonl;"['""let_go(pear)""', '""stop_by(house)""']";don't let_go pear and at some time stop_by house;"! ( ""let_go(pear)"" ) & F ( ""stop_by(house)"" )";"!""let_go(pear)"" & F""stop_by(house)""";!ap_0 & Fap_1
navi.jsonl;"['""approach(house)""', '""touch(house)""']";whenever approach house and at any time touch house;"F ( ""approach(house)"" ) & F ( ""touch(house)"" )";"F""approach(house)"" & F""touch(house)""";Fap_0 & Fap_1
navi.jsonl;"['""go_by(house)""', '""go_to(peach)""']";when when possible go_to peach , at some time go_by house;"F ( ""go_to(peach)"" ) -> F ( ""go_by(house)"" )";"F""go_to(peach)"" -> F""go_by(house)""";Fap_1 -> Fap_0
navi.jsonl;"['""walk_to(flag)""', '""go_to(trash_bin)""']";when possible go_to trash bin or at some time walk_to flag;"F ( ""go_to(trash_bin)"" ) | F ( ""walk_to(flag)"" )";"F""go_to(trash_bin)"" | F""walk_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""bring(pear)""']";at some time bring pear and whenever bring pear;"F ( ""bring(pear)"" ) & F ( ""bring(pear)"" )";"F""bring(pear)""";Fap_0
navi.jsonl;"['""advance_to(tree)""', '""withdraw(pear)""']";when possible withdraw pear or advance_to tree;"F ( ""withdraw(pear)"" ) | ""advance_to(tree)""";"""advance_to(tree)"" | F""withdraw(pear)""";ap_0 | Fap_1
navi.jsonl;"['""grip(apple)""', '""come_to(tree)""']";come_to tree until grip apple;"""come_to(tree)"" U ""grip(apple)""";"""come_to(tree)"" U ""grip(apple)""";ap_1 U ap_0
navi.jsonl;"['""proceed_to(tree)""', '""going_to(house)""']";whenever going_to house or at any time proceed_to tree;"F ( ""going_to(house)"" ) | F ( ""proceed_to(tree)"" )";"F""going_to(house)"" | F""proceed_to(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""stop_by(flag)""', '""approach(flag)""']";whenever approach flag or stop_by flag;"F ( ""approach(flag)"" ) | ""stop_by(flag)""";"""stop_by(flag)"" | F""approach(flag)""";ap_0 | Fap_1
navi.jsonl;"['""be_near(tree)""', '""move_forward(trash_can)""']";whenever move_forward trash can and at some time be_near tree;"F ( ""move_forward(trash_can)"" ) & F ( ""be_near(tree)"" )";"F""move_forward(trash_can)"" & F""be_near(tree)""";Fap_1 & Fap_0
navi.jsonl;"['""tax(apple)""', '""grab(apple)""']";at any time tax apple or at some time grab apple;"F ( ""tax(apple)"" ) | F ( ""grab(apple)"" )";"F""tax(apple)"" | F""grab(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""venture(house)""', '""journey_to(house)""']";whenever journey_to house or when possible venture house;"F ( ""journey_to(house)"" ) | F ( ""venture(house)"" )";"F""journey_to(house)"" | F""venture(house)""";Fap_1 | Fap_0
navi.jsonl;"['""visit(tree)""', '""travel_by(tree)""']";at some time travel_by tree or visit tree;"F ( ""travel_by(tree)"" ) | ""visit(tree)""";"""visit(tree)"" | F""travel_by(tree)""";ap_0 | Fap_1
navi.jsonl;"['""be_at(house)""', '""move_to(tree)""']";at some time be_at house and move_to tree;"F ( ""be_at(house)"" ) & ""move_to(tree)""";"""move_to(tree)"" & F""be_at(house)""";ap_1 & Fap_0
navi.jsonl;"['""travel_to(trash_can)""', '""get(apple)""']";whenever travel_to trash can or at some time get apple;"F ( ""travel_to(trash_can)"" ) | F ( ""get(apple)"" )";"F""travel_to(trash_can)"" | F""get(apple)""";Fap_0 | Fap_1
navi.jsonl;"['""get_hold(orange)""', '""obtain(apple)""']";at any time get_hold orange means that when possible obtain apple;"F ( ""get_hold(orange)"" ) -> F ( ""obtain(apple)"" )";"F""get_hold(orange)"" -> F""obtain(apple)""";Fap_0 -> Fap_1
navi.jsonl;"['""let_go(pear)""', '""put_in(bin)""']";put_in bin until do not let_go pear;"""put_in(bin)"" U ! ( ""let_go(pear)"" )";"""put_in(bin)"" U !""let_go(pear)""";ap_1 U !ap_0
navi.jsonl;"['""go_to(flag)""', '""take(pear)""']";whenever go_to flag or take pear;"F ( ""go_to(flag)"" ) | ""take(pear)""";"""take(pear)"" | F""go_to(flag)""";ap_1 | Fap_0
navi.jsonl;"['""pick_up(fruit)""', '""gather(apple)""']";gather apple or pick_up fruit;"""gather(apple)"" | ""pick_up(fruit)""";"""gather(apple)"" | ""pick_up(fruit)""";ap_1 | ap_0
navi.jsonl;"['""venture_to(house)""']";at some time venture_to house or when possible venture_to house;"F ( ""venture_to(house)"" ) | F ( ""venture_to(house)"" )";"F""venture_to(house)""";Fap_0
navi.jsonl;"['""reach(trash_can)""', '""acquire(apple)""']";acquire apple or reach trash can;"""acquire(apple)"" | ""reach(trash_can)""";"""acquire(apple)"" | ""reach(trash_can)""";ap_1 | ap_0
navi.jsonl;"['""go_to(pear)""', '""move_towards(trash_can)""']";repeatedly go_to pear until move_towards trash can;"G ( F ( ""go_to(pear)"" ) ) U ""move_towards(trash_can)""";"GF""go_to(pear)"" U ""move_towards(trash_can)""";GFap_0 U ap_1
navi.jsonl;"['""go_by(waste_bin)""', '""present_at(flag)""']";at some time present_at flag until go_by waste bin;"F ( ""present_at(flag)"" ) U ""go_by(waste_bin)""";"F""present_at(flag)"" U ""go_by(waste_bin)""";Fap_1 U ap_0
navi.jsonl;"['""move_forward(trash_can)""', '""going_to(tree)""']";when possible move_forward trash can and going_to tree;"F ( ""move_forward(trash_can)"" ) & ""going_to(tree)""";"""going_to(tree)"" & F""move_forward(trash_can)""";ap_1 & Fap_0
navi.jsonl;"['""snatch(pear)""', '""go_past(flag)""']";whenever go_past flag or when possible snatch pear;"F ( ""go_past(flag)"" ) | F ( ""snatch(pear)"" )";"F""go_past(flag)"" | F""snatch(pear)""";Fap_1 | Fap_0
navi.jsonl;"['""grab(tree)""', '""go_to(transh_can)""']";repeatedly grab tree and at some time go_to transh can;"G ( F ( ""grab(tree)"" ) ) & F ( ""go_to(transh_can)"" )";"GF""grab(tree)"" & F""go_to(transh_can)""";GFap_0 & Fap_1
navi.jsonl;"['""go_by(waste_basket)""', '""present_at(flag)""']";whenever present_at flag or whenever go_by waste basket;"F ( ""present_at(flag)"" ) | F ( ""go_by(waste_basket)"" )";"F""present_at(flag)"" | F""go_by(waste_basket)""";Fap_1 | Fap_0
navi.jsonl;"['""grab(flag)""', '""migrate_to(tree)""']";whenever migrate_to tree and whenever grab flag;"F ( ""migrate_to(tree)"" ) & F ( ""grab(flag)"" )";"F""migrate_to(tree)"" & F""grab(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""make_way_for(tree)""', '""acquire(apple)""']";at any time make_way_for tree and acquire apple;"F ( ""make_way_for(tree)"" ) & ""acquire(apple)""";"""acquire(apple)"" & F""make_way_for(tree)""";ap_1 & Fap_0
navi.jsonl;"['""go_to(waste_basket)""', '""make_way_for(tree)""']";repeatedly go_to waste basket or whenever make_way_for tree;"G ( F ( ""go_to(waste_basket)"" ) ) | F ( ""make_way_for(tree)"" )";"GF""go_to(waste_basket)"" | F""make_way_for(tree)""";GFap_0 | Fap_1
navi.jsonl;"['""capture(pear)""', '""yield(pear)""']";if at any time capture pear , at any time yield pear;"F ( ""capture(pear)"" ) -> F ( ""yield(pear)"" )";"F""capture(pear)"" -> F""yield(pear)""";Fap_0 -> Fap_1
navi.jsonl;"['""drop(apple)""', '""bring(pear)""']";never drop apple and when possible bring pear;"G ( ! ( ""drop(apple)"" ) ) & F ( ""bring(pear)"" )";"G!""drop(apple)"" & F""bring(pear)""";G!ap_0 & Fap_1
navi.jsonl;"['""walk_near(flag)""', '""get(pear)""']";when possible walk_near flag or at some time get pear;"F ( ""walk_near(flag)"" ) | F ( ""get(pear)"" )";"F""walk_near(flag)"" | F""get(pear)""";Fap_0 | Fap_1
navi.jsonl;"['""have(pear)""', '""track_towards(tree)""']";at some time track_towards tree and whenever have pear;"F ( ""track_towards(tree)"" ) & F ( ""have(pear)"" )";"F""track_towards(tree)"" & F""have(pear)""";Fap_1 & Fap_0
navi.jsonl;"['""go_visit(flag)""', '""secure(pear)""']";go_visit flag and whenever secure pear;"""go_visit(flag)"" & F ( ""secure(pear)"" )";"""go_visit(flag)"" & F""secure(pear)""";ap_0 & Fap_1
navi.jsonl;"['""keep(apple)""', '""stop_by(house)""']";keep apple or when possible stop_by house;"""keep(apple)"" | F ( ""stop_by(house)"" )";"""keep(apple)"" | F""stop_by(house)""";ap_0 | Fap_1
navi.jsonl;"['""haul(pear)""', '""make_contact_with(house)""']";whenever haul pear or at some time make_contact_with house;"F ( ""haul(pear)"" ) | F ( ""make_contact_with(house)"" )";"F""haul(pear)"" | F""make_contact_with(house)""";Fap_0 | Fap_1
navi.jsonl;"['""go_to(waste_basket)""', '""put_in(bucket)""']";repeatedly go_to waste basket or put_in bucket;"G ( F ( ""go_to(waste_basket)"" ) ) | ""put_in(bucket)""";"""put_in(bucket)"" | GF""go_to(waste_basket)""";ap_1 | GFap_0
navi.jsonl;"['""come_to(tree)""', 'stay']";always stay and come_to tree;"G ( ""stay"" ) & ""come_to(tree)""";"""come_to(tree)"" & Gstay";ap_0 & Gap_1
navi.jsonl;"['""travel_to(house)""', '""approach(flag)""']";at some time travel_to house and at some time approach flag;"F ( ""travel_to(house)"" ) & F ( ""approach(flag)"" )";"F""travel_to(house)"" & F""approach(flag)""";Fap_0 & Fap_1
navi.jsonl;"['""lay_hold_of(apple)""', '""clutch(orange)""']";at any time lay_hold_of apple or when possible clutch orange;"F ( ""lay_hold_of(apple)"" ) | F ( ""clutch(orange)"" )";"F""lay_hold_of(apple)"" | F""clutch(orange)""";Fap_0 | Fap_1
navi.jsonl;"['""go_by(tree)""', '""getting(pear)""']";whenever getting pear and whenever go_by tree;"F ( ""getting(pear)"" ) & F ( ""go_by(tree)"" )";"F""getting(pear)"" & F""go_by(tree)""";Fap_1 & Fap_0
navi.jsonl;"['""steal(apple)""', '""go_to(flag)""']";when possible steal apple or at some time go_to flag;"F ( ""steal(apple)"" ) | F ( ""go_to(flag)"" )";"F""steal(apple)"" | F""go_to(flag)""";Fap_0 | Fap_1
navi.jsonl;"['""venture(house)""', '""make_contact(flag)""']";at some time make_contact flag or when possible venture house;"F ( ""make_contact(flag)"" ) | F ( ""venture(house)"" )";"F""make_contact(flag)"" | F""venture(house)""";Fap_1 | Fap_0
navi.jsonl;"['""track_towards(tree)""', '""snatch_up(pear)""']";at any time track_towards tree or snatch_up pear;"F ( ""track_towards(tree)"" ) | ""snatch_up(pear)""";"""snatch_up(pear)"" | F""track_towards(tree)""";ap_1 | Fap_0
navi.jsonl;"['""drop(orange)""', '""approach(house)""']";drop orange and whenever approach house;"""drop(orange)"" & F ( ""approach(house)"" )";"""drop(orange)"" & F""approach(house)""";ap_0 & Fap_1
navi.jsonl;"['""approach(trash_can)""', '""go_to(orange_bin)""']";approach trash can or go_to orange bin;"""approach(trash_can)"" | ""go_to(orange_bin)""";"""approach(trash_can)"" | ""go_to(orange_bin)""";ap_0 | ap_1
navi.jsonl;"['""let_go(apple)""', '""going_to(tree)""']";never let_go apple or going_to tree;"G ( ! ( ""let_go(apple)"" ) ) | ""going_to(tree)""";"""going_to(tree)"" | G!""let_go(apple)""";ap_1 | G!ap_0
navi.jsonl;"['""pick_up(fruit)""', '""pick_up(apple)""']";when possible pick_up apple and pick_up fruit;"F ( ""pick_up(apple)"" ) & ""pick_up(fruit)""";"""pick_up(fruit)"" & F""pick_up(apple)""";ap_0 & Fap_1
navi.jsonl;"['""go_to(tree)""', '""come(home)""']";at some time come home or at any time go_to tree;"F ( ""come(home)"" ) | F ( ""go_to(tree)"" )";"F""come(home)"" | F""go_to(tree)""";Fap_1 | Fap_0
navi.jsonl;"['""withhold(apple)""', '""secure(apple)""']";whenever withhold apple or secure apple;"F ( ""withhold(apple)"" ) | ""secure(apple)""";"""secure(apple)"" | F""withhold(apple)""";ap_1 | Fap_0
navi.jsonl;"['""procure(orange)""', '""go_by(house)""']";at some time go_by house or at some time procure orange;"F ( ""go_by(house)"" ) | F ( ""procure(orange)"" )";"F""go_by(house)"" | F""procure(orange)""";Fap_1 | Fap_0
navi.jsonl;"['""get_close(flag)""', '""hold_onto(orange)""']";forever hold_onto orange and whenever get_close flag;"G ( ""hold_onto(orange)"" ) & F ( ""get_close(flag)"" )";"G""hold_onto(orange)"" & F""get_close(flag)""";Gap_1 & Fap_0
navi.jsonl;"['""have(pear)""', '""take_to(trashcan)""']";when possible have pear or take_to trashcan;"F ( ""have(pear)"" ) | ""take_to(trashcan)""";"""take_to(trashcan)"" | F""have(pear)""";ap_1 | Fap_0
navi.jsonl;"['""get_to(flag)""', '""track_towards(tree)""']";when possible track_towards tree or whenever get_to flag;"F ( ""track_towards(tree)"" ) | F ( ""get_to(flag)"" )";"F""track_towards(tree)"" | F""get_to(flag)""";Fap_1 | Fap_0
navi.jsonl;"['""venture_to(house)""', '""secure(apple)""']";at some time venture_to house and secure apple;"F ( ""venture_to(house)"" ) & ""secure(apple)""";"""secure(apple)"" & F""venture_to(house)""";ap_1 & Fap_0
navi.jsonl;"['""move_past(trash_can)""', '""start_going_to(tree)""']";whenever move_past trash can until when possible start_going_to tree;"F ( ""move_past(trash_can)"" ) U F ( ""start_going_to(tree)"" )";"F""move_past(trash_can)"" U F""start_going_to(tree)""";Fap_0 U Fap_1
navi.jsonl;"['""go_to(apple_trashcan)""', '""be_in(house\'s_vicinity)""']";repeatedly go_to apple trashcan and at any time be_in house's vicinity;"G ( F ( ""go_to(apple_trashcan)"" ) ) & F ( ""be_in(house's_vicinity)"" )";"GF""go_to(apple_trashcan)"" & F""be_in(house's_vicinity)""";GFap_0 & Fap_1
navi.jsonl;"['""get_close(flag)""', '""visit(house)""']";when possible visit house and whenever get_close flag;"F ( ""visit(house)"" ) & F ( ""get_close(flag)"" )";"F""visit(house)"" & F""get_close(flag)""";Fap_1 & Fap_0
navi.jsonl;"['""go_to(orange_bin)""', '""grip(apple)""']";go_to orange bin and grip apple;"""go_to(orange_bin)"" & ""grip(apple)""";"""go_to(orange_bin)"" & ""grip(apple)""";ap_0 & ap_1
navi.jsonl;"['""venture_to(trash_can)""', '""take(pear)""']";take pear and venture_to trash can;"""take(pear)"" & ""venture_to(trash_can)""";"""take(pear)"" & ""venture_to(trash_can)""";ap_1 & ap_0
navi.jsonl;"['""venture_to(house)""', '""secure(apple)""']";when possible venture_to house and secure apple;"F ( ""venture_to(house)"" ) & ""secure(apple)""";"""secure(apple)"" & F""venture_to(house)""";ap_1 & Fap_0
navi.jsonl;"['""go_to(tree)""', '""make_contact_with(house)""']";whenever go_to tree or when possible make_contact_with house;"F ( ""go_to(tree)"" ) | F ( ""make_contact_with(house)"" )";"F""go_to(tree)"" | F""make_contact_with(house)""";Fap_0 | Fap_1
navi.jsonl;"['""set_out_to(house)""', '""grasp(apple)""']";whenever set_out_to house or at some time grasp apple;"F ( ""set_out_to(house)"" ) | F ( ""grasp(apple)"" )";"F""set_out_to(house)"" | F""grasp(apple)""";Fap_0 | Fap_1
