source;APs;original NL;original LTL;Spot LTL
conformal.jsonl;['pd', 'warehouse_4', 'p_crate_3', 'mall_3'];Continuously revisit warehouse_4 and each time ensure you pickup crate_3 and deliver it to mall_3;"globally finally ( ""warehouse_4"" and finally ( ""p_crate_3"" and finally ( ""mall_3"" and ""pd"" ) ) )";GF(warehouse_4 & F(p_crate_3 & F(mall_3 & pd)))
conformal.jsonl;['pd', 'park_2', 'table_9', 'p_brochure_3'];Deliver brochure_3 from table_9 to park_2;"finally ( ""table_9"" and finally ( ""p_brochure_3"" and finally ( ""park_2"" and ""pd"" ) ) )";F(table_9 & F(p_brochure_3 & F(park_2 & pd)))
conformal.jsonl;['pd', 'street_6', 'street_2', 'intersection_1', 'p_cone_3'];Stay away from intersection_1 until you get to street_6, and afterward, deliver cone_3 from street_2 to intersection_1;"not ""intersection_1"" until ""street_6"" and finally ( ""street_2"" and finally ( ""p_cone_3"" and finally ( ""intersection_1"" and ""pd"" ) ) )";(!intersection_1 U street_6) & F(street_2 & F(p_cone_3 & F(intersection_1 & pd)))
conformal.jsonl;['street_5'];Continuously return to street_5 over time.;"globally finally ""street_5""";GFstreet_5
conformal.jsonl;['intersection_8', 'street_3', 'locality_5'];Stay away from intersection_8 until street_3 is reached, and ensure you at locality_5 afterward;"not ""intersection_8"" until ""street_3"" and finally ""locality_5""";(!intersection_8 U street_3) & Flocality_5
conformal.jsonl;['locality_9'];Continuously stay in locality_9 without leaving;"globally ""locality_9""";Glocality_9
conformal.jsonl;['intersection_4'];Go to intersection_4 and never leave;"finally globally ""intersection_4""";FGintersection_4
conformal.jsonl;['p_cone_2', 'p_cone_1'];Never pickup cones 1 or 2;"globally not ( ""p_cone_1"" or ""p_cone_2"" )";G!(p_cone_1 | p_cone_2)
conformal.jsonl;['pd', 'house_5', 'p_box_4', 'office_2'];Ensure box_4 is picked up from house_5 and delivered to office_2;"finally ( ""house_5"" and finally ( ""p_box_4"" and finally ( ""office_2"" and ""pd"" ) ) )";F(house_5 & F(p_box_4 & F(office_2 & pd)))
conformal.jsonl;['pd', 'street_4', 'house_4', 'intersection_5', 'p_pass_4', 'office_1'];Do not at intersection_5 until you reach street_4 as you take pass_4 from house_4 to office_1;"not ""intersection_5"" until ""street_4"" and finally ( ""house_4"" and finally ( ""p_pass_4"" and finally ( ""office_1"" and ""pd"" ) ) )";(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd)))
conformal.jsonl;['street_5'];Keep making visits to street_5 repeatedly.;"globally finally ""street_5""";GFstreet_5
conformal.jsonl;['area_5'];Stay within area_5 continuously;"globally ""area_5""";Garea_5
conformal.jsonl;"['pd', 'office_2', '""st|age_4""', 'p_crate_1']";Ensure you keep taking crate_1 from storage_4 to office_2 repeatedly;"globally finally ( ""storage_4"" and finally ( ""p_crate_1"" and finally ( ""office_2"" and ""pd"" ) ) )";"GF(""st|age_4"" & F(p_crate_1 & F(office_2 & pd)))"
conformal.jsonl;['street_5', 'intersection_4'];Refrain from visiting intersection_4 until you have reached street_5;"not ""intersection_4"" until ""street_5""";!intersection_4 U street_5
conformal.jsonl;['office_3', 'street_2', 'p_document_1'];Pick up document_1 from office_3 and take it to street_2 and stay there;"finally ( ""office_3"" and finally ( ""p_document_1"" and finally ( ""street_2"" and globally ""street_2"" ) ) )";F(office_3 & F(p_document_1 & F(street_2 & Gstreet_2)))
conformal.jsonl;['park_2'];Never enter park_2;"globally not ""park_2""";G!park_2
conformal.jsonl;['photo', 'bench_4'];Eventually, you need to visit bench_4, capture a photo, and stay there permanently;"finally ( ""bench_4"" and ""photo"" and globally ""bench_4"" )";F(bench_4 & photo & Gbench_4)
conformal.jsonl;['pd', 'house_2', 'office_5', 'p_letter_4'];Go to office_5 to collect letter_4 and take it to house_2;"finally ( ""office_5"" and finally ( ""p_letter_4"" and finally ( ""house_2"" and ""pd"" ) ) )";F(office_5 & F(p_letter_4 & F(house_2 & pd)))
conformal.jsonl;['house_4', 'street_2', 'p_stack_4'];Go to house_4 to pickup stack_4 and then proceed to street_2 and stay there;"finally ( ""house_4"" and finally ( ""p_stack_4"" and finally ( ""street_2"" and globally ""street_2"" ) ) )";F(house_4 & F(p_stack_4 & F(street_2 & Gstreet_2)))
conformal.jsonl;['photo', 'area_5', 'charger_4'];Persistently return to charger_4 as you keep taking photo of area_5;"globally finally ""charger_4"" and globally finally ( ""area_5"" and ""photo"" )";GFcharger_4 & GF(area_5 & photo)
conformal.jsonl;['photo', 'intersection_4'];Continuously take pictures of intersection_4 at regular intervals;"globally finally ( ""intersection_4"" and ""photo"" )";GF(intersection_4 & photo)
conformal.jsonl;['park_5'];Eventually at park_5;"finally ""park_5""";Fpark_5
conformal.jsonl;"['pd', 'p_package_5', '""st|e_2""', 'intersection_4', 'locality_1', 'warehouse_9']";Stay within locality_1 until you arrive at intersection_4, after which deliver package_5 from warehouse_9 to store_2;"""locality_1"" until ""intersection_4"" and finally ( ""warehouse_9"" and finally ( ""p_package_5"" and finally ( ""store_2"" and ""pd"" ) ) )";"(locality_1 U intersection_4) & F(warehouse_9 & F(p_package_5 & F(pd & ""st|e_2"")))"
conformal.jsonl;['hall_1', 'p_file_6'];Never at hall_1 to collect file_6 under any circumstances;"globally not ( ""hall_1"" and ""p_file_6"" )";G!(hall_1 & p_file_6)
conformal.jsonl;['table_4', 'charger_6', 'p_brochure_4'];Keep visiting charger_6 as you keep picking up brochure_4 from table_4;"globally finally ""charger_6"" and globally finally ( ""table_4"" and ""p_brochure_4"" )";GFcharger_6 & GF(p_brochure_4 & table_4)
conformal.jsonl;['pd', 'house_1', 'mall_5', 'p_box_4'];Ensure you at mall_5, retrieve box_4, and then transport it to house_1;"finally ( ""mall_5"" and finally ( ""p_box_4"" and finally ( ""house_1"" and ""pd"" ) ) )";F(mall_5 & F(p_box_4 & F(house_1 & pd)))
conformal.jsonl;['photo', 'parking_lot_2', 'building_4'];Take a picture of building_4 and then at parking_lot_2 and stay there;"finally ( ""building_4"" and ""photo"" and finally ( ""parking_lot_2"" and globally ""parking_lot_2"" ) )";F(building_4 & photo & F(parking_lot_2 & Gparking_lot_2))
conformal.jsonl;['house_5'];Go to house_5 and stay there;"finally globally ""house_5""";FGhouse_5
conformal.jsonl;['park_8', 'photo', 'monument_2', 'bench_5'];Continue staying in park_8 until you photo of monument_2, and then at bench_5 and remain there indefinitely;"""park_8"" until ( ""monument_2"" and ""photo"" and finally ( ""bench_5"" and globally ""bench_5"" ) )";park_8 U (monument_2 & photo & F(bench_5 & Gbench_5))
conformal.jsonl;['hotel_3'];Go to hotel_3 and never leave;"finally globally ""hotel_3""";FGhotel_3
conformal.jsonl;['photo', 'area_5', 'charger_4'];keep revisiting charger_4 as you consistently photograph area_5;"globally finally ""charger_4"" and globally finally ( ""area_5"" and ""photo"" )";GFcharger_4 & GF(area_5 & photo)
conformal.jsonl;['street_4', 'intersection_6'];Avoid going to street_4 until you reach intersection_6, after which you must at and remain in street_4;"not ""street_4"" until ""intersection_6"" and finally globally ""street_4""";(!street_4 U intersection_6) & FGstreet_4
conformal.jsonl;['street_5'];Revisit street_5 periodically;"globally finally ""street_5""";GFstreet_5
conformal.jsonl;"['pd', 'house_1', 'p_box_8', '""st|e_5""']";Deliver box_8 from store_5 to house_1;"finally ( ""store_5"" and finally ( ""p_box_8"" and finally ( ""house_1"" and ""pd"" ) ) )";"F(""st|e_5"" & F(p_box_8 & F(house_1 & pd)))"
conformal.jsonl;['table_4', 'charger_6', 'p_brochure_4'];Keep revisiting charger_6 as you regularly collect brochure_4 from table_4;"globally finally ""charger_6"" and globally finally ( ""table_4"" and ""p_brochure_4"" )";GFcharger_6 & GF(p_brochure_4 & table_4)
conformal.jsonl;['p_box_3'];Ensure that you never pickup box_3;"globally not ""p_box_3""";G!p_box_3
conformal.jsonl;['pd', 'p_cone_5', 'parking_lot_2', 'street_1'];Go to parking_lot_2 to pickup cone_5 and put it down in street_1;"finally ( ""parking_lot_2"" and finally ( ""p_cone_5"" and finally ( ""street_1"" and ""pd"" ) ) )";F(parking_lot_2 & F(p_cone_5 & F(pd & street_1)))
conformal.jsonl;"['charger_5', '"" photo""', '""region_4 ""']";Keep visiting charger_5 as you keep taking a picture of region 4;"globally finally ""charger_5"" and globally finally ( ""region_4 "" and "" photo"" )";"GFcharger_5 & GF("" photo"" & ""region_4 "")"
conformal.jsonl;"['pd', 'locality_6', '""st|e_8""', 'p_package_3', 'house_5']";Continue staying in locality_6 until you retrieve package_3 from store_8 and deliver it to house_5;"""locality_6"" until ( ""store_8"" and finally ( ""p_package_3"" and finally ( ""house_5"" and ""pd"" ) ) )";"locality_6 U (""st|e_8"" & F(p_package_3 & F(house_5 & pd)))"
conformal.jsonl;['table_4'];Eventually at table_4 and remain there permanently;"finally globally ""table_4""";FGtable_4
conformal.jsonl;['photo', 'charger_4', 'statue_4'];Ensure you continuously take pictures of statue_4 while regularly visiting charger_4;"globally finally ( ""statue_4"" and ""photo"" ) and globally finally ""charger_4""";GF(photo & statue_4) & GFcharger_4
conformal.jsonl;['house_2', 'p_trash_can_2'];Eventually at house_2 and pickup trash_can_2;"finally ( ""house_2"" and ""p_trash_can_2"" )";F(house_2 & p_trash_can_2)
conformal.jsonl;['photo', 'park_5', 'intersection_5', 'monument_2'];Remain within park_5 until you capture a photo of monument_2, then proceed to intersection_5 and stay there continuously;"""park_5"" until ( ""monument_2"" and ""photo"" and finally ( ""intersection_5"" and globally ""intersection_5"" ) )";park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5))
conformal.jsonl;['photo', 'street_5', 'parking_lot_4'];Always remain in street_5 while continuously taking pictures of parking_lot_4;"globally ""street_5"" and globally finally ( ""parking_lot_4"" and ""photo"" )";Gstreet_5 & GF(parking_lot_4 & photo)
conformal.jsonl;['street_4', 'street_3'];Never enter streets 3 and 4;"globally not ( ""street_3"" or ""street_4"" )";G!(street_3 | street_4)
conformal.jsonl;['office_6', 'building_2', 'p_letter_5'];Always avoid going to building_2 while ensuring you pickup letter_5 from office_6;"globally not ""building_2"" and finally ( ""office_6"" and ""p_letter_5"" )";G!building_2 & F(office_6 & p_letter_5)
conformal.jsonl;['pd', 'street_4', 'p_traffic_cone_5', 'intersection_6'];Remove traffic_cone_5 from street_4 and place it in intersection_6;"finally ( ""street_4"" and finally ( ""p_traffic_cone_5"" and finally ( ""intersection_6"" and ""pd"" ) ) )";F(street_4 & F(p_traffic_cone_5 & F(intersection_6 & pd)))
conformal.jsonl;['street_2'];Make sure to reach street_2 and remain there continuously;"finally globally ""street_2""";FGstreet_2
conformal.jsonl;['pd', 'house_4', 'p_package_2', 'warehouse_5'];Retrieve package_2 from house_4 and take it to warehouse_5;"finally ( ""house_4"" and finally ( ""p_package_2"" and finally ( ""warehouse_5"" and ""pd"" ) ) )";F(house_4 & F(p_package_2 & F(pd & warehouse_5)))
conformal.jsonl;['parking_lot_5'];Move to parking_lot_5 and stay in that location permanently.;"finally globally ""parking_lot_5""";FGparking_lot_5
conformal.jsonl;"['pd', 'p_package_4', 'house_4', '""st|e_2""']";Pick up package_4 from store_2 and place it in house_4;"finally ( ""store_2"" and finally ( ""p_package_4"" and finally ( ""house_4"" and ""pd"" ) ) )";"F(""st|e_2"" & F(p_package_4 & F(house_4 & pd)))"
conformal.jsonl;['street_3'];Do not at street_3 under any circumstances;"globally not ""street_3""";G!street_3
conformal.jsonl;['pd', 'house_4', 'house_9', 'charger_1', 'box_4'];Keep visiting charger_1 as you take box_4 from house_4 to house_9;"globally finally ""charger_1"" and finally ( ""house_4"" and finally ( ""box_4"" and finally ( ""house_9"" and ""pd"" ) ) )";GFcharger_1 & F(house_4 & F(box_4 & F(house_9 & pd)))
conformal.jsonl;"['pd', 'street_3', 'park_4', '""st|e_7""', 'p_takeout_2', 'bench_3']";Avoid entering park_4 until you reach street_3, and then transport takeout_2 from store_7 to bench_3;"not ""park_4"" until ""street_3"" and finally ( ""store_7"" and finally ( ""p_takeout_2"" and finally ( ""bench_3"" and ""pd"" ) ) )";"(!park_4 U street_3) & F(""st|e_7"" & F(p_takeout_2 & F(bench_3 & pd)))"
conformal.jsonl;['pd', 'parking_lot_2'];Put down whatever you are carrying and head to parking_lot_2;"finally ( ""pd"" and finally ""parking_lot_2"" )";F(pd & Fparking_lot_2)
conformal.jsonl;['photo', 'park_5', 'statue_2'];Avoid going to statue_2 until you arrive at park_5 and photo of it;"finally ( ""statue_2"" and ""photo"" ) and not ""statue_2"" until ""park_5""";F(photo & statue_2) & (!statue_2 U park_5)
conformal.jsonl;['pd', 'intersection_5', 'p_cone_5', 'street_2'];Retrieve cone_5 from intersection_5 and take it to street_2;"finally ( ""intersection_5"" and finally ( ""p_cone_5"" and finally ( ""street_2"" and ""pd"" ) ) )";F(intersection_5 & F(p_cone_5 & F(pd & street_2)))
conformal.jsonl;['pd', 'table_4', 'p_tin_can_4', 'trash_can_5', 'hallway_2'];Pick up tin_can_4 from table_4, deliver it to trash_can_5, and avoid going into hallway_2;"finally ( ""table_4"" and finally ( ""p_tin_can_4"" and finally ( ""trash_can_5"" and ""pd"" ) ) ) and globally not ""hallway_2""";F(table_4 & F(p_tin_can_4 & F(pd & trash_can_5))) & G!hallway_2
conformal.jsonl;['photo', 'statue_6', 'park_5'];Take a picture of statue_6 after reaching it, and make sure you stay within park_5;"finally ( ""statue_6"" and ""photo"" ) and globally ""park_5""";F(photo & statue_6) & Gpark_5
conformal.jsonl;['car_3', 'building_2'];Ensure you visit car_3 repeatedly while making progress toward building_2;"globally finally ""car_3"" and finally ""building_2""";GFcar_3 & Fbuilding_2
conformal.jsonl;['street_5', 'parking_lot_2'];Eventually at street_5 and never entering parking_lot_2;"finally ""street_5"" and globally not ""parking_lot_2""";Fstreet_5 & G!parking_lot_2
conformal.jsonl;"['pd', '""st|e_8""', 'p_crate_8', 'warehouse_4', 'charger_2']";Repeatedly move crate_8 from warehouse_4 to store_8 while making regular visits to charger_2;"globally finally ( ""warehouse_4"" and finally ( ""p_crate_8"" and finally ( ""store_8"" and ""pd"" ) ) ) and globally finally ""charger_2""";"GF(warehouse_4 & F(p_crate_8 & F(pd & ""st|e_8""))) & GFcharger_2"
conformal.jsonl;['photo', 'street_5', 'parking_lot_4'];Persistently stay within street_5 while regularly photographing parking_lot_4;"globally ""street_5"" and globally finally ( ""parking_lot_4"" and ""photo"" )";Gstreet_5 & GF(parking_lot_4 & photo)
conformal.jsonl;['park_8', 'photo', 'monument_2', 'bench_5'];You stay at park_8 until you take a photo of monument_2 and then reach bench_5 and stay there forever;"""park_8"" until ( ""monument_2"" and ""photo"" and finally ( ""bench_5"" and globally ""bench_5"" ) )";park_8 U (monument_2 & photo & F(bench_5 & Gbench_5))
conformal.jsonl;['warehouse_3', 'pd', 'photo', 'house_1', 'p_package_2'];Eventually at warehouse_3 and pickup package_2 and then at house_1 to deliver the package and photo there.;"finally ( ""warehouse_3"" and finally ( ""p_package_2"" and finally ( ""house_1"" and ""pd"" and ""photo"" ) ) )";F(warehouse_3 & F(p_package_2 & F(house_1 & pd & photo)))
conformal.jsonl;['photo', 'street_4', 'house_1'];Stay within street_4 until you capture a photo of house_1;"""street_4"" until ( ""house_1"" and ""photo"" )";street_4 U (house_1 & photo)
conformal.jsonl;['park_8', 'photo', 'monument_2', 'bench_5'];Stay in park_8 until you photo of monument_2 and then at bench_5 and stay there;"""park_8"" until ( ""monument_2"" and ""photo"" and finally ( ""bench_5"" and globally ""bench_5"" ) )";park_8 U (monument_2 & photo & F(bench_5 & Gbench_5))
conformal.jsonl;['street_6', 'building_9'];Eventually at building_9 and remain there permanently, but do not enter building_9 until you have first reached street_6;"finally globally ""building_9"" and not ""building_9"" until ""street_6""";FGbuilding_9 & (!building_9 U street_6)
conformal.jsonl;['pd', 'bedroom_2', 'p_bottle_3', 'kitchen_4'];Go to bedroom_2 to grab bottle_3 and put it down in kitchen_4;"finally ( ""bedroom_2"" and finally ( ""p_bottle_3"" and finally ( ""kitchen_4"" and ""pd"" ) ) )";F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd)))
conformal.jsonl;['photo', 'street_6', 'car_1'];Capture an image of car_1 while avoiding street_6 indefinitely;"globally not ""street_6"" and finally ( ""car_1"" and ""photo"" )";G!street_6 & F(car_1 & photo)
conformal.jsonl;['pd', 'p_bottle_3', 'room_2', 'building_9', 'room_6'];Stay in building_9 until you take bottle_3 from room_2 to room_6;"""building_9"" until ( ""room_2"" and finally ( ""p_bottle_3"" and finally ( ""room_6"" and ""pd"" ) ) )";building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6)))
conformal.jsonl;"['pd', '""st|e_4""', 'p_box_2', 'hall_8']";Repeatedly take box_2 from store_4 and deliver it to hall_8;"globally finally ( ""store_4"" and finally ( ""p_box_2"" and finally ( ""hall_8"" and ""pd"" ) ) )";"GF(""st|e_4"" & F(p_box_2 & F(hall_8 & pd)))"
conformal.jsonl;['pd', 'p_luggage_2', 'room_402'];Go to pickup luggage_2 and place it in room_402;"finally ( ""p_luggage_2"" and finally ( ""room_402"" and ""pd"" ) )";F(p_luggage_2 & F(pd & room_402))
conformal.jsonl;['street_4', 'intersection_6'];Do not enter street_4 before reaching intersection_6 and then stay in street_4 continuously;"not ""street_4"" until ""intersection_6"" and finally globally ""street_4""";(!street_4 U intersection_6) & FGstreet_4
conformal.jsonl;"['pd', 'house_1', 'p_box_8', '""st|e_5""']";Pick up box_8 from store_5 and deliver it to house_1;"finally ( ""store_5"" and finally ( ""p_box_8"" and finally ( ""house_1"" and ""pd"" ) ) )";"F(""st|e_5"" & F(p_box_8 & F(house_1 & pd)))"
conformal.jsonl;['photo', 'street_3'];Ensure you repeatedly capture photos of street_3;"globally finally ( ""street_3"" and ""photo"" )";GF(photo & street_3)
conformal.jsonl;['p_bottle_3', 'kitchen_2', 'living_room_1'];Collect bottle_3 from kitchen_2 without entering living_room_1.;"finally ( ""kitchen_2"" and ""p_bottle_3"" ) and globally not ""living_room_1""";F(kitchen_2 & p_bottle_3) & G!living_room_1
conformal.jsonl;['pd', 'p_cone_5', 'parking_lot_2', 'street_1'];Remove cone_5 from parking_lot_2 and move it to street_1;"finally ( ""parking_lot_2"" and finally ( ""p_cone_5"" and finally ( ""street_1"" and ""pd"" ) ) )";F(parking_lot_2 & F(p_cone_5 & F(pd & street_1)))
conformal.jsonl;['photo', 'area_2', 'building_8'];Stay in area_2 as you keep goint to building_8 to photo;"globally ""area_2"" and globally finally ( ""building_8"" and ""photo"" )";Garea_2 & GF(building_8 & photo)
conformal.jsonl;['pd', 'house_5', 'p_box_1', 'charger_12', 'house_23'];Persistently return to charger_12 while regularly delivering box_1 from house_5 to house_23;"globally finally ""charger_12"" and globally finally ( ""house_5"" and finally ( ""p_box_1"" and finally ( ""house_23"" and ""pd"" ) ) )";GFcharger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd)))
conformal.jsonl;['photo', 'charger_4', 'statue_4'];Keep capturing photos of statue_4 and also keep returning to charger_4;"globally finally ( ""statue_4"" and ""photo"" ) and globally finally ""charger_4""";GF(photo & statue_4) & GFcharger_4
conformal.jsonl;['photo', 'intersection_4'];Keep taking a picture of intersection_4;"globally finally ( ""intersection_4"" and ""photo"" )";GF(intersection_4 & photo)
conformal.jsonl;['photo', 'park_5', 'monument_3', 'intersection_5'];Avoid going to park_5 until you reach intersection_5 as you take a photo of monument_3;"not ""park_5"" until ""intersection_5"" and finally ( ""monument_3"" and ""photo"" )";(!park_5 U intersection_5) & F(monument_3 & photo)
conformal.jsonl;['photo', 'park_5', 'intersection_5', 'monument_2'];Continue staying in park_5 until you photograph monument_2, and then move to intersection_5 and remain there;"""park_5"" until ( ""monument_2"" and ""photo"" and finally ( ""intersection_5"" and globally ""intersection_5"" ) )";park_5 U (monument_2 & photo & F(intersection_5 & Gintersection_5))
conformal.jsonl;"['photo', '""l&mark_21""']";Continuously take pictures of landmark_21 at regular intervals;"globally finally ( ""landmark_21"" and ""photo"" )";"GF(""l&mark_21"" & photo)"
conformal.jsonl;['parking_lot_9'];Continuously stay in parking_lot_9 without leaving;"globally ""parking_lot_9""";Gparking_lot_9
conformal.jsonl;['pd', 'p_bottle_3', 'shop_1', 'hospital_2'];Retrieve bottle_3 from store 1 and place it in hospital_2.;"finally ( ""shop_1"" and finally ( ""p_bottle_3"" and finally ( ""hospital_2"" and ""pd"" ) ) )";F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd)))
conformal.jsonl;['photo', 'parking_lot_5', 'car_5'];You must stay in parking_lot_5 until you finish taking a picture of car_5;"""parking_lot_5"" until ( ""car_5"" and ""photo"" )";parking_lot_5 U (car_5 & photo)
conformal.jsonl;['photo', 'monument_3', 'park_3'];Take a picture of monument_3 without ever entering park_3;"globally not ""park_3"" and finally ( ""monument_3"" and ""photo"" )";G!park_3 & F(monument_3 & photo)
conformal.jsonl;['photo', 'parking_lot_4', 'car_5'];Stay in parking_lot_4 until you capture a picture of car_5.;"""parking_lot_4"" until ( ""car_5"" and ""photo"" )";parking_lot_4 U (car_5 & photo)
conformal.jsonl;['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];Ensure you keep revisiting charging_station_9 as you repeatedly move crate_4 from warehouse_5 to mall_4;"globally finally ""charging_station_9"" and globally finally ( ""warehouse_5"" and finally ( ""p_crate_4"" and finally ( ""mall_4"" and ""pd"" ) ) )";GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)))
conformal.jsonl;['street_8'];Stay within street_8 at all times;"globally ""street_8""";Gstreet_8
conformal.jsonl;"['pd', 'park_1', '""p_crate_4 ""', '""park_1 ""']";Eventually (pickup crate_4 and eventually at park_1 and put_down the crate_4 and stay in park_1);"finally ( ""p_crate_4 "" and finally ( ""park_1 "" and ""pd"" and globally ""park_1"" ) )";"F(""p_crate_4 "" & F(""park_1 "" & pd & Gpark_1))"
conformal.jsonl;['p_bottle_3', 'kitchen_2', 'living_room_1'];Pick up bottle_3 in kitchen_2 and ensure you never enter living_room_1;"finally ( ""kitchen_2"" and ""p_bottle_3"" ) and globally not ""living_room_1""";F(kitchen_2 & p_bottle_3) & G!living_room_1
conformal.jsonl;['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];Keep returing to charger_2 while transporting plate_4 from table_2 to table_4;"globally finally ""charger_2"" and finally ( ""table_2"" and finally ( ""p_plate_4"" and finally ( ""table_4"" and ""pd"" ) ) )";GFcharger_2 & F(table_2 & F(p_plate_4 & F(pd & table_4)))
conformal.jsonl;['pd', 'office_4', 'house_5', 'p_pass_6'];Do not enter office_4 until you pick pass_6 as you move pass_6 from house_5 to office_4;"not ""office_4"" until ""p_pass_6"" and finally ( ""house_5"" and finally ( ""p_pass_6"" and finally ( ""office_4"" and ""pd"" ) ) )";(!office_4 U p_pass_6) & F(house_5 & F(p_pass_6 & F(office_4 & pd)))
conformal.jsonl;['office_3', 'street_2', 'p_document_1'];Eventually (at office_3, pickup document_1, and then at street_2 and remain there permanently);"finally ( ""office_3"" and finally ( ""p_document_1"" and finally ( ""street_2"" and globally ""street_2"" ) ) )";F(office_3 & F(p_document_1 & F(street_2 & Gstreet_2)))
conformal.jsonl;['hall_1', 'p_file_6'];Never at hall_1 to pickup file_6;"globally not ( ""hall_1"" and ""p_file_6"" )";G!(hall_1 & p_file_6)
conformal.jsonl;['photo', 'street_6', 'car_1'];Avoid entering street_6 while you photo of car_1;"globally not ""street_6"" and finally ( ""car_1"" and ""photo"" )";G!street_6 & F(car_1 & photo)
conformal.jsonl;['photo', 'park_4', 'monument_1'];Eventually photo of monument_1, but avoid going to monument_1 until you have reached park_4;"finally ( ""monument_1"" and ""photo"" ) and not ""monument_1"" until ""park_4""";F(monument_1 & photo) & (!monument_1 U park_4)
conformal.jsonl;['kitchen_1', 'p_bottle_2', 'hall_2'];Go to kitchen_1 to pickup bottle_2 and remain in hall_2 afterward;"finally ( ""kitchen_1"" and finally ( ""p_bottle_2"" and finally ( ""hall_2"" and globally ""hall_2"" ) ) )";F(kitchen_1 & F(p_bottle_2 & F(hall_2 & Ghall_2)))
conformal.jsonl;['photo', 'arch_1'];Take a photograph of arch_1;"finally ( ""arch_1"" and ""photo"" )";F(arch_1 & photo)
conformal.jsonl;"['pd', 'area_5', '""st|e_2""', 'p_package_8', 'house_9']";Remain in area_5 until you take package_8 from store_2 and deliver it to house_9;"""area_5"" until ( ""store_2"" and finally ( ""p_package_8"" and finally ( ""house_9"" and ""pd"" ) ) )";"area_5 U (""st|e_2"" & F(p_package_8 & F(house_9 & pd)))"
conformal.jsonl;['intersection_4', 'locality_9'];Ensure you repeatedly return to intersection_4 while eventually reaching locality_9;"globally finally ""intersection_4"" and finally ""locality_9""";GFintersection_4 & Flocality_9
conformal.jsonl;['pd', 'street_4', 'house_4', 'intersection_5', 'p_pass_4', 'office_1'];Do not approach intersection_5 before reaching street_4 and delivering pass_4 from house_4 to office_1;"not ""intersection_5"" until ""street_4"" and finally ( ""house_4"" and finally ( ""p_pass_4"" and finally ( ""office_1"" and ""pd"" ) ) )";(!intersection_5 U street_4) & F(house_4 & F(p_pass_4 & F(office_1 & pd)))
conformal.jsonl;"['pd', 'park_5', '""st|e_2""', 'bench_4', 'p_bottle_5']";Stay in park_5 until you reach bench_4 and ensure you eventually at store_2 and pickup bottle_5 and deliver it to bench_4;"""park_5"" until ""bench_4"" and finally ( ""store_2"" and finally ( ""p_bottle_5"" and finally ( ""bench_4"" and ""pd"" ) ) )";"(park_5 U bench_4) & F(""st|e_2"" & F(p_bottle_5 & F(bench_4 & pd)))"
conformal.jsonl;['pd', 'p_bottle_3', 'room_2', 'building_9', 'room_6'];Stay within building_9 before retrieving bottle_3 from room_2 and transporting it to room_6;"""building_9"" until ( ""room_2"" and finally ( ""p_bottle_3"" and finally ( ""room_6"" and ""pd"" ) ) )";building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6)))
conformal.jsonl;['locality_9'];Remain in locality_9 at all times;"globally ""locality_9""";Glocality_9
conformal.jsonl;"['pd', 'area_5', '""st|e_2""', 'p_package_8', 'house_9']";Continue staying in area_5 until you retrieve package_8 from store_2 and deliver it to house_9;"""area_5"" until ( ""store_2"" and finally ( ""p_package_8"" and finally ( ""house_9"" and ""pd"" ) ) )";"area_5 U (""st|e_2"" & F(p_package_8 & F(house_9 & pd)))"
conformal.jsonl;['intersection_4', 'p_cone_2'];Refrain from picking up cone_2 until after you visit intersection_4;"not ""p_cone_2"" until ""intersection_4""";!p_cone_2 U intersection_4
conformal.jsonl;['street_4'];Keep going back to street_4 repeatedly;"globally finally ""street_4""";GFstreet_4
conformal.jsonl;['street_5', 'house_4'];Go to street_5 and then at house_4;"finally ( ""street_5"" and finally ""house_4"" )";F(street_5 & Fhouse_4)
conformal.jsonl;['street_4', 'intersection_6'];Stay away from street_4 until you arrive at intersection_6 and then proceed to and remain in street_4;"not ""street_4"" until ""intersection_6"" and finally globally ""street_4""";(!street_4 U intersection_6) & FGstreet_4
conformal.jsonl;['park_6', 'p_pass_4'];Stay away from park_6 until you collect pass_4;"not ""park_6"" until ""p_pass_4""";!park_6 U p_pass_4
conformal.jsonl;['park_5', 'intersection_4'];Do not at park_5 before reaching intersection_4;"not ""park_5"" until ""intersection_4""";!park_5 U intersection_4
conformal.jsonl;['photo', 'charger_4', 'area_51'];Continuously photo of area_51 while also repeatedly visiting charger_4;"globally finally ( ""area_51"" and ""photo"" ) and globally finally ""charger_4""";GF(area_51 & photo) & GFcharger_4
conformal.jsonl;['street_8'];Always remain in street_8;"globally ""street_8""";Gstreet_8
