NL;LTL;APs;lifted_lifted;source
If photo unsafe_civilian holds, then in the next step communicate the injured_hostile persists until get_help holds, or else communicate the injured_hostile holds forever.;"photo(unsafe_civilian)" -> X(("communicate(injured_hostile)" U get_help) | G"communicate(injured_hostile)");['get_help', '"communicate(injured_hostile)"', '"photo(unsafe_civilian)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If change light_south yellow holds, then in the next step get_help persists until recording the person on northeast_1st_street holds, or else get_help holds forever.;"change(light_south,yellow)" -> X((get_help U "record(person,northeast_1st_street)") | Gget_help);['get_help', '"change(light_south,yellow)"', '"record(person,northeast_1st_street)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If get_help holds, then in the next step photo the car on northwest_10th_street persists until taking a picture of the collision on west_4th_avenue holds, or else photo the car on northwest_10th_street holds forever.;get_help -> X(("photo(car,northwest_10th_street)" U "photo(collision,west_4th_avenue)") | G"photo(car,northwest_10th_street)");['get_help', '"photo(collision,west_4th_avenue)"', '"photo(car,northwest_10th_street)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If get_help holds, then in the next step photo the motorcycle on northwest_7th_street persists until change light_west red holds, or else photo the motorcycle on northwest_7th_street holds forever.;get_help -> X(("photo(motorcycle,northwest_7th_street)" U "change(light_west,red)") | G"photo(motorcycle,northwest_7th_street)");['get_help', '"change(light_west,red)"', '"photo(motorcycle,northwest_7th_street)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If photo injured_civilian holds, then in the next step photo fire_source persists until taking a photo of debris holds, or else photo fire_source holds forever.;"photo(injured_civilian)" -> X(("photo(fire_source)" U "photo(debris)") | G"photo(fire_source)");['"photo(injured_civilian)"', '"photo(debris)"', '"photo(fire_source)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If deliver the sofa to the shelf holds, then in the next step pickup the baseball_glove persists until pickup the baseball_bat holds, or else pickup the baseball_glove holds forever.;"deliver(sofa,shelf)" -> X(("pickup(baseball_glove)" U "pickup(baseball_bat)") | G"pickup(baseball_glove)");['"pickup(baseball_glove)"', '"pickup(baseball_bat)"', '"deliver(sofa,shelf)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If deliver_aid the injured_rescuer holds, then in the next step deliver_aid the safe_rescuer persists until returning to base holds, or else deliver_aid the safe_rescuer holds forever.;"deliver_aid(injured_rescuer)" -> X(("deliver_aid(safe_rescuer)" U go_home) | G"deliver_aid(safe_rescuer)");['go_home', '"deliver_aid(injured_rescuer)"', '"deliver_aid(safe_rescuer)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If photo the motorcycle on southeast_9th_avenue holds, then in the next step change light_north green persists until geting help holds, or else change light_north green holds forever.;"photo(motorcycle,southeast_9th_avenue)" -> X(("change(light_north,green)" U get_help) | G"change(light_north,green)");['get_help', '"change(light_north,green)"', '"photo(motorcycle,southeast_9th_avenue)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If get_help holds, then in the next step search the banana persists until picking up the mouse holds, or else search the banana holds forever.;get_help -> X(("search(banana)" U "pickup(mouse)") | G"search(banana)");['get_help', '"search(banana)"', '"pickup(mouse)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If photo the cyclist on east_3rd_avenue holds, then in the next step record the collision on west_10th_street persists until geting help holds, or else record the collision on west_10th_street holds forever.;"photo(cyclist,east_3rd_avenue)" -> X(("record(collision,west_10th_street)" U get_help) | G"record(collision,west_10th_street)");['get_help', '"record(collision,west_10th_street)"', '"photo(cyclist,east_3rd_avenue)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If search the dog holds, then in the next step deliver the bicycle to the shelf persists until idle holds, or else deliver the bicycle to the shelf holds forever.;"search(dog)" -> X(("deliver(bicycle,shelf)" U idle) | G"deliver(bicycle,shelf)");['idle', '"search(dog)"', '"deliver(bicycle,shelf)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
If get_help holds, then in the next step photo gas_leak persists until going back to base holds, or else photo gas_leak holds forever.;get_help -> X(("photo(gas_leak)" U go_home) | G"photo(gas_leak)");['get_help', 'go_home', '"photo(gas_leak)"'];prop -> X((prop U prop) | Gprop);VLTL-Bench_New
Begin recording the car on west_2nd_street must keep holding until, from some point on, change light_east yellow holds infinitely often.;"record(car,west_2nd_street)" U GF"change(light_east,yellow)";['"change(light_east,yellow)"', '"record(car,west_2nd_street)"'];prop U GFprop;VLTL-Bench_New
Call for help must keep holding until, from some point on, change light_east red holds infinitely often.;get_help U GF"change(light_east,red)";['get_help', '"change(light_east,red)"'];prop U GFprop;VLTL-Bench_New
Call for help must keep holding until, from some point on, photo the cyclist on northwest_9th_street holds infinitely often.;get_help U GF"photo(cyclist,northwest_9th_street)";['get_help', '"photo(cyclist,northwest_9th_street)"'];prop U GFprop;VLTL-Bench_New
Get help must keep holding until, from some point on, search the stop_sign holds infinitely often.;get_help U GF"search(stop_sign)";['get_help', '"search(stop_sign)"'];prop U GFprop;VLTL-Bench_New
Drop off the bench to the loading_dock must keep holding until, from some point on, search the sandwich holds infinitely often.;"deliver(bench,loading_dock)" U GF"search(sandwich)";['"search(sandwich)"', '"deliver(bench,loading_dock)"'];prop U GFprop;VLTL-Bench_New
Transport the vase to the loading_dock must keep holding until, from some point on, pickup the fork holds infinitely often.;"deliver(vase,loading_dock)" U GF"pickup(fork)";['"deliver(vase,loading_dock)"', '"pickup(fork)"'];prop U GFprop;VLTL-Bench_New
Call for help must keep holding until, from some point on, record unsafe_civilian holds infinitely often.;get_help U GF"record(unsafe_civilian)";['get_help', '"record(unsafe_civilian)"'];prop U GFprop;VLTL-Bench_New
Deliver aid to the injured_victim must keep holding until, from some point on, go_home holds infinitely often.;"deliver_aid(injured_victim)" U GFgo_home;['go_home', '"deliver_aid(injured_victim)"'];prop U GFprop;VLTL-Bench_New
Talk to the injured_rescuer must keep holding until, from some point on, avoid the nearest_flood holds infinitely often.;"communicate(injured_rescuer)" U GF"avoid(nearest_flood)";['"communicate(injured_rescuer)"', '"avoid(nearest_flood)"'];prop U GFprop;VLTL-Bench_New
Hand over the sofa to the shelf must keep holding until, from some point on, deliver the surfboard to the loading_dock holds infinitely often.;"deliver(sofa,shelf)" U GF"deliver(surfboard,loading_dock)";['"deliver(surfboard,loading_dock)"', '"deliver(sofa,shelf)"'];prop U GFprop;VLTL-Bench_New
Take a picture of gas_leak must keep holding until, from some point on, avoid the nearest_debris holds infinitely often.;"photo(gas_leak)" U GF"avoid(nearest_debris)";['"photo(gas_leak)"', '"avoid(nearest_debris)"'];prop U GFprop;VLTL-Bench_New
Update light_east yellow must keep holding until, from some point on, record the pedestrian on northeast_2nd_avenue holds infinitely often.;"change(light_east,yellow)" U GF"record(pedestrian,northeast_2nd_avenue)";['"change(light_east,yellow)"', '"record(pedestrian,northeast_2nd_avenue)"'];prop U GFprop;VLTL-Bench_New
In this task, record gas_leak, then avoid the nearest_flood.;"record(gas_leak)" U "avoid(nearest_flood)";['"record(gas_leak)"', '"avoid(nearest_flood)"'];prop U prop;VLTL-Bench_New
In this task, deliver the laptop to the loading_dock, then search the bed.;"deliver(laptop,loading_dock)" U "search(bed)";['"search(bed)"', '"deliver(laptop,loading_dock)"'];prop U prop;VLTL-Bench_New
The robot must Please avoid the nearest_unstable_beam and then deliver_aid the safe_hostile.;"avoid(nearest_unstable_beam)" U "deliver_aid(safe_hostile)";['"deliver_aid(safe_hostile)"', '"avoid(nearest_unstable_beam)"'];prop U prop;VLTL-Bench_New
The robot must Please communicate the injured_rescuer and then get_help.;"communicate(injured_rescuer)" U get_help;['"communicate(injured_rescuer)"', 'get_help'];prop U prop;VLTL-Bench_New
You must Please photo the person on north_10th_avenue and then photo the collision on west_1st_avenue.;"photo(person,north_10th_avenue)" U "photo(collision,west_1st_avenue)";['"photo(person,north_10th_avenue)"', '"photo(collision,west_1st_avenue)"'];prop U prop;VLTL-Bench_New
This controller must Please record the car on south_6th_street and then change light_east yellow.;"record(car,south_6th_street)" U "change(light_east,yellow)";['"change(light_east,yellow)"', '"record(car,south_6th_street)"'];prop U prop;VLTL-Bench_New
The robot must Please record debris and then communicate the injured_rescuer.;"record(debris)" U "communicate(injured_rescuer)";['"communicate(injured_rescuer)"', '"record(debris)"'];prop U prop;VLTL-Bench_New
In this task, photo the cyclist on southeast_9th_avenue, then change light_east green.;"photo(cyclist,southeast_9th_avenue)" U "change(light_east,green)";['"change(light_east,green)"', '"photo(cyclist,southeast_9th_avenue)"'];prop U prop;VLTL-Bench_New
Our agent must Please deliver the cow to the loading_dock and then get_help.;"deliver(cow,loading_dock)" U get_help;['get_help', '"deliver(cow,loading_dock)"'];prop U prop;VLTL-Bench_New
This controller must Please pickup the spoon and then idle.;"pickup(spoon)" U idle;['idle', '"pickup(spoon)"'];prop U prop;VLTL-Bench_New
The system must Please get_help and then change light_south yellow.;get_help U "change(light_south,yellow)";['get_help', '"change(light_south,yellow)"'];prop U prop;VLTL-Bench_New
Our agent must Please get_help and then deliver the bottle to the shelf.;get_help U "deliver(bottle,shelf)";['get_help', '"deliver(bottle,shelf)"'];prop U prop;VLTL-Bench_New
