NL;LTL;APs
all the time the manager collect claims, an elevator is blocked and a house is open;G(elevator_is_blocked & house_is_open & manager_collect_claims);['house_is_open', 'manager_collect_claims', 'elevator_is_blocked']
it is always the case that a semaphore is red and together the train has arrived and the sensor retrieves data;G(semaphore_is_red & sensor_retrieves_data & train_has_arrived);['semaphore_is_red', 'sensor_retrieves_data', 'train_has_arrived']
in any case a manager handles requests, the train has arrived and a table has been moved;G(manager_handles_requests & table_has_been_moved & train_has_arrived);['table_has_been_moved', 'manager_handles_requests', 'train_has_arrived']
at any time the train stops, the sensor gathers information and the brake is released;G(brake_is_released & sensor_gathers_information & train_stops);['brake_is_released', 'sensor_gathers_information', 'train_stops']
all the time both a car stops and a manager handles requests;G(car_stops & manager_handles_requests);['car_stops', 'manager_handles_requests']
it is always the case that both a motorbike has started and the elevator falls;G(elevator_falls & motorbike_has_started);['elevator_falls', 'motorbike_has_started']
every time both a sensor gathers information and a motorbike has started;G(motorbike_has_started & sensor_gathers_information);['sensor_gathers_information', 'motorbike_has_started']
at any time both a car starts and a manager handles requests;G(car_starts & manager_handles_requests);['car_starts', 'manager_handles_requests']
all the time a sensor captures data and a motorbike has stopped;G(motorbike_has_stopped & sensor_captures_data);['sensor_captures_data', 'motorbike_has_stopped']
all the time both the brake is released and a table is old;G(brake_is_released & table_is_old);['table_is_old', 'brake_is_released']
forever, both a car stops and a sensor retrieves data;G(car_stops & sensor_retrieves_data);['car_stops', 'sensor_retrieves_data']
every time both the motorbike is driven and a constructor creates instances;G(constructor_creates_instances & motorbike_is_driven);['motorbike_is_driven', 'constructor_creates_instances']
it is always the case that both the engine stops and a car starts;G(car_starts & engine_stops);['car_starts', 'engine_stops']
forever, the house is built and the house collapses;G(house_collapses & house_is_built);['house_is_built', 'house_collapses']
all the time the car enters and the table is old;G(car_enters & table_is_old);['car_enters', 'table_is_old']
at any time both a train has been launched and a semaphore is green;G(semaphore_is_green & train_has_been_launched);['train_has_been_launched', 'semaphore_is_green']
as a train has arrived, it will happen that both the car enters and the brake is released;G(train_has_arrived -> F(brake_is_released & car_enters));['car_enters', 'brake_is_released', 'train_has_arrived']
every time the train derails then at some point a car enters and a car starts;G(train_derails -> F(car_enters & car_starts));['car_starts', 'train_derails', 'car_enters']
as a semaphore is yellow, in the future both the brake is released and a motorbike has stopped;G(semaphore_is_yellow -> F(brake_is_released & motorbike_has_stopped));['semaphore_is_yellow', 'brake_is_released', 'motorbike_has_stopped']
every time the train derails then in the future both a train derails and a constructor instantiate objects;G(train_derails -> F(constructor_instantiate_objects & train_derails));['train_derails', 'constructor_instantiate_objects']
every time the train has arrived then it is going to happen that a motorbike catches fire and a semaphore is red;G(train_has_arrived -> F(motorbike_catches_fire & semaphore_is_red));['semaphore_is_red', 'motorbike_catches_fire', 'train_has_arrived']
every time the train has arrived then finally, both the manager collect claims and the bar is up;G(train_has_arrived -> F(bar_is_up & manager_collect_claims));['bar_is_up', 'manager_collect_claims', 'train_has_arrived']
if a sensor captures data then it is going to happen that both a motorbike has started and the bar is down;G(sensor_captures_data -> F(bar_is_down & motorbike_has_started));['sensor_captures_data', 'bar_is_down', 'motorbike_has_started']
after a semaphore is yellow, at a certain moment the elevator rises and a train is crossing;G(semaphore_is_yellow -> F(elevator_rises & train_is_crossing));['train_is_crossing', 'semaphore_is_yellow', 'elevator_rises']
as a semaphore is yellow, finally, both a table is old and a constructor creates instances;G(semaphore_is_yellow -> F(constructor_creates_instances & table_is_old));['constructor_creates_instances', 'table_is_old', 'semaphore_is_yellow']
after a train derails, eventually, the bar is up and a manager collect claims;G(train_derails -> F(bar_is_up & manager_collect_claims));['bar_is_up', 'train_derails', 'manager_collect_claims']
if a semaphore is yellow then it is going to happen that the manager collect claims and the bar is up;G(semaphore_is_yellow -> F(bar_is_up & manager_collect_claims));['bar_is_up', 'manager_collect_claims', 'semaphore_is_yellow']
every time the train derails then at some point both the bar has to be repaired and a manager collect claims;G(train_derails -> F(bar_has_to_be_repaired & manager_collect_claims));['train_derails', 'manager_collect_claims', 'bar_has_to_be_repaired']
every time a train derails then at some point the engine starts or the sensor captures data;G(train_derails -> F(engine_starts | sensor_captures_data));['train_derails', 'sensor_captures_data', 'engine_starts']
if the train has arrived then at some point in time either a bridge closes or the escalator moves;G(train_has_arrived -> F(bridge_closes | escalator_moves));['escalator_moves', 'bridge_closes', 'train_has_arrived']
in the future either a manager handles requests or the motorbike catches fire after a semaphore is yellow;G(semaphore_is_yellow -> F(manager_handles_requests | motorbike_catches_fire));['semaphore_is_yellow', 'motorbike_catches_fire', 'manager_handles_requests']
as the sensor captures data, it will happen that either a semaphore is green or the car enters;G(sensor_captures_data -> F(car_enters | semaphore_is_green));['sensor_captures_data', 'car_enters', 'semaphore_is_green']
always when the semaphore is yellow then at some point either the semaphore is yellow or the engine stops;G(semaphore_is_yellow -> F(engine_stops | semaphore_is_yellow));['semaphore_is_yellow', 'engine_stops']
whenever a train derails then it will happen that the motorbike has stopped or the escalator is blocked;G(train_derails -> F(escalator_is_blocked | motorbike_has_stopped));['train_derails', 'motorbike_has_stopped', 'escalator_is_blocked']
always when a train derails then finally, either a semaphore is yellow or the engine stops;G(train_derails -> F(engine_stops | semaphore_is_yellow));['train_derails', 'semaphore_is_yellow', 'engine_stops']
as a train has arrived, at some point in time either a semaphore is yellow or the engine stops;G(train_has_arrived -> F(engine_stops | semaphore_is_yellow));['semaphore_is_yellow', 'engine_stops', 'train_has_arrived']
always when the train has arrived then eventually, a semaphore is red or the engine stops;G(train_has_arrived -> F(engine_stops | semaphore_is_red));['semaphore_is_red', 'engine_stops', 'train_has_arrived']
at some point a sensor captures data or the engine starts after a semaphore is yellow;G(semaphore_is_yellow -> F(engine_starts | sensor_captures_data));['sensor_captures_data', 'semaphore_is_yellow', 'engine_starts']
after a train derails, it will happen that the car starts or a train derails;G(train_derails -> F(car_starts | train_derails));['car_starts', 'train_derails']
every time a train has arrived then in the future the bar is down or the semaphore is green;G(train_has_arrived -> F(bar_is_down | semaphore_is_green));['bar_is_down', 'semaphore_is_green', 'train_has_arrived']
sooner or later the train derails after the train has arrived;G(train_has_arrived -> Ftrain_derails);['train_derails', 'train_has_arrived']
as a semaphore is yellow, at some point the sensor captures data;G(semaphore_is_yellow -> Fsensor_captures_data);['sensor_captures_data', 'semaphore_is_yellow']
if the train has arrived then finally, the sensor captures data;G(train_has_arrived -> Fsensor_captures_data);['sensor_captures_data', 'train_has_arrived']
after a sensor captures data, at some point the semaphore is yellow;G(sensor_captures_data -> Fsemaphore_is_yellow);['sensor_captures_data', 'semaphore_is_yellow']
as a train derails, it will happen that a sensor captures data;G(train_derails -> Fsensor_captures_data);['train_derails', 'sensor_captures_data']
whenever the train derails then it will happen that the train has arrived;G(train_derails -> Ftrain_has_arrived);['train_derails', 'train_has_arrived']
if a sensor captures data then finally, a train derails;G(sensor_captures_data -> Ftrain_derails);['train_derails', 'sensor_captures_data']
whenever the semaphore is yellow then in the future a train derails;G(semaphore_is_yellow -> Ftrain_derails);['train_derails', 'semaphore_is_yellow']
every time the semaphore is yellow then sooner or later a train has arrived;G(semaphore_is_yellow -> Ftrain_has_arrived);['semaphore_is_yellow', 'train_has_arrived']
after the sensor captures data, sooner or later the train has arrived;G(sensor_captures_data -> Ftrain_has_arrived);['sensor_captures_data', 'train_has_arrived']
whenever a train has arrived then at a certain moment the semaphore is yellow;G(train_has_arrived -> Fsemaphore_is_yellow);['semaphore_is_yellow', 'train_has_arrived']
as the train derails, at some point in time the semaphore is yellow;G(train_derails -> Fsemaphore_is_yellow);['train_derails', 'semaphore_is_yellow']
every time the semaphore is yellow then all the time both a sensor captures data and the motorbike falls down;G(semaphore_is_yellow -> G(motorbike_falls_down & sensor_captures_data));['motorbike_falls_down', 'sensor_captures_data', 'semaphore_is_yellow']
every time both a motorbike falls down and the escalator is blocked after a semaphore is yellow;G(semaphore_is_yellow -> G(escalator_is_blocked & motorbike_falls_down));['motorbike_falls_down', 'semaphore_is_yellow', 'escalator_is_blocked']
if the semaphore is yellow then every time the semaphore is green and the elevator falls;G(semaphore_is_yellow -> G(elevator_falls & semaphore_is_green));['semaphore_is_yellow', 'elevator_falls', 'semaphore_is_green']
if the semaphore is yellow then eternally, the brake is released and the bar has to be repaired;G(semaphore_is_yellow -> G(bar_has_to_be_repaired & brake_is_released));['bar_has_to_be_repaired', 'semaphore_is_yellow', 'brake_is_released']
all the time a train stops and the bar is down after a semaphore is yellow;G(semaphore_is_yellow -> G(bar_is_down & train_stops));['semaphore_is_yellow', 'bar_is_down', 'train_stops']
it is always the case that the elevator is open and a train has been launched after the semaphore is yellow;G(semaphore_is_yellow -> G(elevator_is_open & train_has_been_launched));['semaphore_is_yellow', 'train_has_been_launched', 'elevator_is_open']
every time a semaphore is yellow then in any case both a bridge opens and the constructor creates instances;G(semaphore_is_yellow -> G(bridge_opens & constructor_creates_instances));['constructor_creates_instances', 'semaphore_is_yellow', 'bridge_opens']
after a semaphore is yellow, eternally, both the house is built and the train derails;G(semaphore_is_yellow -> G(house_is_built & train_derails));['train_derails', 'house_is_built', 'semaphore_is_yellow']
after a semaphore is yellow, all the time the sensor retrieves data and the engine breaks;G(semaphore_is_yellow -> G(engine_breaks & sensor_retrieves_data));['semaphore_is_yellow', 'sensor_retrieves_data', 'engine_breaks']
whenever the semaphore is yellow then always, the motorbike falls down and a table has been moved;G(semaphore_is_yellow -> G(motorbike_falls_down & table_has_been_moved));['motorbike_falls_down', 'table_has_been_moved', 'semaphore_is_yellow']
every time the semaphore is yellow then eternally, the elevator falls and the escalator speeds up;G(semaphore_is_yellow -> G(elevator_falls & escalator_speeds_up));['escalator_speeds_up', 'semaphore_is_yellow', 'elevator_falls']
if the semaphore is yellow then in any case the motorbike catches fire and the engine breaks;G(semaphore_is_yellow -> G(engine_breaks & motorbike_catches_fire));['semaphore_is_yellow', 'motorbike_catches_fire', 'engine_breaks']
the house is built implies that every time an elevator is blocked then in the future the constructor instantiate objects;G(house_is_built -> G(elevator_is_blocked -> Fconstructor_instantiate_objects));['house_is_built', 'constructor_instantiate_objects', 'elevator_is_blocked']
a train has arrived involves that as the semaphore is yellow, it is going to happen that a train derails;G(train_has_arrived -> G(semaphore_is_yellow -> Ftrain_derails));['train_derails', 'semaphore_is_yellow', 'train_has_arrived']
each time the table has been moved then whenever the train has arrived then eventually, a house is built;G(table_has_been_moved -> G(train_has_arrived -> Fhouse_is_built));['house_is_built', 'table_has_been_moved', 'train_has_arrived']
the engine starts and, as a consequence, after the constructor creates instances, it is going to happen that the bar is down;G(engine_starts -> G(constructor_creates_instances -> Fbar_is_down));['constructor_creates_instances', 'engine_starts', 'bar_is_down']
when a table is brown then after the table has been moved, it will happen that a semaphore is green afterwards;G(table_is_brown -> G(table_has_been_moved -> Fsemaphore_is_green));['table_has_been_moved', 'table_is_brown', 'semaphore_is_green']
when the semaphore is green then it will happen that the escalator moves after a sensor captures data afterwards;G(semaphore_is_green -> G(sensor_captures_data -> Fescalator_moves));['sensor_captures_data', 'escalator_moves', 'semaphore_is_green']
when the house is open then every time the sensor captures data then at some point in time an elevator falls afterwards;G(house_is_open -> G(sensor_captures_data -> Felevator_falls));['house_is_open', 'sensor_captures_data', 'elevator_falls']
each time a semaphore is green then it will happen that the bar has to be repaired after the train derails;G(semaphore_is_green -> G(train_derails -> Fbar_has_to_be_repaired));['train_derails', 'bar_has_to_be_repaired', 'semaphore_is_green']
each time the engine starts then after the train is crossing, at some point the house is built;G(engine_starts -> G(train_is_crossing -> Fhouse_is_built));['train_is_crossing', 'house_is_built', 'engine_starts']
the motorbike catches fire and, as a consequence, every time the bridge closes then at some point a train has arrived;G(motorbike_catches_fire -> G(bridge_closes -> Ftrain_has_arrived));['motorbike_catches_fire', 'bridge_closes', 'train_has_arrived']
when the train stops then whenever the bar has to be repaired then eventually, a semaphore is green afterwards;G(train_stops -> G(bar_has_to_be_repaired -> Fsemaphore_is_green));['bar_has_to_be_repaired', 'semaphore_is_green', 'train_stops']
each time the table is old then if an elevator rises then at some point in time the table is brown;G(table_is_old -> G(elevator_rises -> Ftable_is_brown));['table_is_brown', 'table_is_old', 'elevator_rises']
if the semaphore is yellow then always, either the sensor captures data or the train has been launched;G(semaphore_is_yellow -> G(sensor_captures_data | train_has_been_launched));['sensor_captures_data', 'semaphore_is_yellow', 'train_has_been_launched']
every time the semaphore is yellow then at any time either the manager collect claims or the sensor gathers information;G(semaphore_is_yellow -> G(manager_collect_claims | sensor_gathers_information));['manager_collect_claims', 'semaphore_is_yellow', 'sensor_gathers_information']
if the semaphore is yellow then eternally, the bridge closes or the bridge opens;G(semaphore_is_yellow -> G(bridge_closes | bridge_opens));['semaphore_is_yellow', 'bridge_opens', 'bridge_closes']
after a semaphore is yellow, it is always true that either the brake is pressed or the elevator is blocked;G(semaphore_is_yellow -> G(brake_is_pressed | elevator_is_blocked));['brake_is_pressed', 'semaphore_is_yellow', 'elevator_is_blocked']
it is always true that a semaphore is green or the house collapses after a semaphore is yellow;G(semaphore_is_yellow -> G(house_collapses | semaphore_is_green));['house_collapses', 'semaphore_is_yellow', 'semaphore_is_green']
every time a semaphore is yellow then it is always true that either the bar is up or the elevator rises;G(semaphore_is_yellow -> G(bar_is_up | elevator_rises));['bar_is_up', 'semaphore_is_yellow', 'elevator_rises']
after a semaphore is yellow, forever, either the car starts or the bar is closing;G(semaphore_is_yellow -> G(bar_is_closing | car_starts));['car_starts', 'bar_is_closing', 'semaphore_is_yellow']
every time the semaphore is yellow then it is always true that the brake is released or the motorbike has started;G(semaphore_is_yellow -> G(brake_is_released | motorbike_has_started));['semaphore_is_yellow', 'brake_is_released', 'motorbike_has_started']
every time the semaphore is yellow then it is always the case that a constructor creates instances or the escalator is blocked;G(semaphore_is_yellow -> G(constructor_creates_instances | escalator_is_blocked));['constructor_creates_instances', 'semaphore_is_yellow', 'escalator_is_blocked']
if the semaphore is yellow then forever, either a motorbike has stopped or the escalator speeds up;G(semaphore_is_yellow -> G(escalator_speeds_up | motorbike_has_stopped));['escalator_speeds_up', 'semaphore_is_yellow', 'motorbike_has_stopped']
it is always the case that either the motorbike has started or the escalator speeds up after a semaphore is yellow;G(semaphore_is_yellow -> G(escalator_speeds_up | motorbike_has_started));['escalator_speeds_up', 'semaphore_is_yellow', 'motorbike_has_started']
whenever the semaphore is yellow then every time a bridge opens or a motorbike has started;G(semaphore_is_yellow -> G(bridge_opens | motorbike_has_started));['semaphore_is_yellow', 'bridge_opens', 'motorbike_has_started']
eternally, either the engine stops, the bar has to be repaired or a table has been moved;G(bar_has_to_be_repaired | engine_stops | table_has_been_moved);['table_has_been_moved', 'bar_has_to_be_repaired', 'engine_stops']
all the time either the house is open, a table has been moved or the semaphore is broken;G(house_is_open | semaphore_is_broken | table_has_been_moved);['house_is_open', 'table_has_been_moved', 'semaphore_is_broken']
every time the bridge closes or a constructor creates instances or a semaphore is red;G(bridge_closes | constructor_creates_instances | semaphore_is_red);['semaphore_is_red', 'constructor_creates_instances', 'bridge_closes']
all the time the bar has to be repaired or the car enters or the engine starts;G(bar_has_to_be_repaired | car_enters | engine_starts);['car_enters', 'bar_has_to_be_repaired', 'engine_starts']
all the time a car stops or the bar is closing or the car enters;G(bar_is_closing | car_enters | car_stops);['bar_is_closing', 'car_stops', 'car_enters']
forever, the escalator is blocked or a house is open or a semaphore is broken;G(escalator_is_blocked | house_is_open | semaphore_is_broken);['house_is_open', 'semaphore_is_broken', 'escalator_is_blocked']
every time a motorbike has started or a car enters or the table has been moved;G(car_enters | motorbike_has_started | table_has_been_moved);['table_has_been_moved', 'car_enters', 'motorbike_has_started']
at any time either a semaphore is red, the bar is closing or a manager collect claims;G(bar_is_closing | manager_collect_claims | semaphore_is_red);['semaphore_is_red', 'bar_is_closing', 'manager_collect_claims']
it is always true that either the engine starts, the constructor creates instances or the elevator is open;G(constructor_creates_instances | elevator_is_open | engine_starts);['constructor_creates_instances', 'engine_starts', 'elevator_is_open']
it is always true that a constructor creates instances or the escalator is blocked or the engine breaks;G(constructor_creates_instances | engine_breaks | escalator_is_blocked);['constructor_creates_instances', 'engine_breaks', 'escalator_is_blocked']
in any case the engine breaks or the train is crossing or a manager collect claims;G(engine_breaks | manager_collect_claims | train_is_crossing);['train_is_crossing', 'manager_collect_claims', 'engine_breaks']
all the time the elevator falls or the house is built or an elevator is blocked;G(elevator_falls | elevator_is_blocked | house_is_built);['house_is_built', 'elevator_falls', 'elevator_is_blocked']
all the time the constructor creates instances or the bar has to be repaired;G(bar_has_to_be_repaired | constructor_creates_instances);['constructor_creates_instances', 'bar_has_to_be_repaired']
it is always the case that the bar is down or the brake is released;G(bar_is_down | brake_is_released);['brake_is_released', 'bar_is_down']
it is always true that either the motorbike is driven or a manager collect claims;G(manager_collect_claims | motorbike_is_driven);['manager_collect_claims', 'motorbike_is_driven']
it is always true that the train has arrived or a sensor captures data;G(sensor_captures_data | train_has_arrived);['sensor_captures_data', 'train_has_arrived']
eternally, either the house collapses or the escalator moves;G(escalator_moves | house_collapses);['house_collapses', 'escalator_moves']
it is always the case that either the sensor captures data or the semaphore is broken;G(semaphore_is_broken | sensor_captures_data);['sensor_captures_data', 'semaphore_is_broken']
eternally, either the motorbike falls down or the brake is released;G(brake_is_released | motorbike_falls_down);['motorbike_falls_down', 'brake_is_released']
forever, either the bar is down or the bar has to be repaired;G(bar_has_to_be_repaired | bar_is_down);['bar_has_to_be_repaired', 'bar_is_down']
it is always the case that a house collapses or a motorbike has started;G(house_collapses | motorbike_has_started);['house_collapses', 'motorbike_has_started']
every time the sensor retrieves data or the elevator rises;G(elevator_rises | sensor_retrieves_data);['elevator_rises', 'sensor_retrieves_data']
always, a car starts or the bridge closes;G(bridge_closes | car_starts);['car_starts', 'bridge_closes']
every time either the table is old or the brake is released;G(brake_is_released | table_is_old);['table_is_old', 'brake_is_released']
all the time the elevator is blocked;Gelevator_is_blocked;['elevator_is_blocked']
it is always the case that a car stops;Gcar_stops;['car_stops']
it is always true that the semaphore is red;Gsemaphore_is_red;['semaphore_is_red']
it is always true that the engine stops;Gengine_stops;['engine_stops']
it is always true that the semaphore is broken;Gsemaphore_is_broken;['semaphore_is_broken']
all the time a car enters;Gcar_enters;['car_enters']
eternally, the bridge closes;Gbridge_closes;['bridge_closes']
at any time the elevator rises;Gelevator_rises;['elevator_rises']
every time the escalator speeds up;Gescalator_speeds_up;['escalator_speeds_up']
in any case the bar is down;Gbar_is_down;['bar_is_down']
at any time the brake is released;Gbrake_is_released;['brake_is_released']
all the time the sensor retrieves data;Gsensor_retrieves_data;['sensor_retrieves_data']
