NL;LTL;APs;lifted_lifted;source
never drop orange until when possible stand_by tree;G!"drop(orange)" U F"stand_by(tree)";['"drop(orange)"', '"stand_by(tree)"'];G!prop U Fprop;VLTL-Bench_Prev
never let_go orange until whenever yield pear;G!"let_go(orange)" U F"yield(pear)";['"let_go(orange)"', '"yield(pear)"'];G!prop U Fprop;VLTL-Bench_Prev
never let_go orange until at any time venture_to flag;G!"let_go(orange)" U F"venture_to(flag)";['"venture_to(flag)"', '"let_go(orange)"'];G!prop U Fprop;VLTL-Bench_Prev
never let_go orange until at some time make_way_for tree;G!"let_go(orange)" U F"make_way_for(tree)";['"let_go(orange)"', '"make_way_for(tree)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop apple until whenever reach flag;G!"drop(apple)" U F"reach(flag)";['"drop(apple)"', '"reach(flag)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop pear until whenever travel_to house;G!"drop(pear)" U F"travel_to(house)";['"travel_to(house)"', '"drop(pear)"'];G!prop U Fprop;VLTL-Bench_Prev
never let_go orange until at any time advance_to house;G!"let_go(orange)" U F"advance_to(house)";['"let_go(orange)"', '"advance_to(house)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop orange until at some time reach tree;G!"drop(orange)" U F"reach(tree)";['"drop(orange)"', '"reach(tree)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop pear until at some time visit flag;G!"drop(pear)" U F"visit(flag)";['"drop(pear)"', '"visit(flag)"'];G!prop U Fprop;VLTL-Bench_Prev
never let_go orange until whenever going_to house;G!"let_go(orange)" U F"going_to(house)";['"let_go(orange)"', '"going_to(house)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop pear until at some time have_possession_of apple;G!"drop(pear)" U F"have_possession_of(apple)";['"drop(pear)"', '"have_possession_of(apple)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop apple until at some time reach flag;G!"drop(apple)" U F"reach(flag)";['"drop(apple)"', '"reach(flag)"'];G!prop U Fprop;VLTL-Bench_Prev
never drop apple until forever touch flag;G!"drop(apple)" U G"touch(flag)";['"drop(apple)"', '"touch(flag)"'];G!prop U Gprop;VLTL-Bench_Prev
never drop orange until drop pear;G!"drop(orange)" U "drop(pear)";['"drop(orange)"', '"drop(pear)"'];G!prop U prop;VLTL-Bench_Prev
never let_go apple until travel_to waste bin;G!"let_go(apple)" U "travel_to(waste_bin)";['"let_go(apple)"', '"travel_to(waste_bin)"'];G!prop U prop;VLTL-Bench_Prev
never drop apple until go_by waste bin;G!"drop(apple)" U "go_by(waste_bin)";['"drop(apple)"', '"go_by(waste_bin)"'];G!prop U prop;VLTL-Bench_Prev
never let_go orange or don't pick_up anything;G!"let_go(orange)" | !F"pick_up(anything)";['"let_go(orange)"', '"pick_up(anything)"'];G!prop | !Fprop;VLTL-Bench_Prev
never drop apple or at any time go_by waste basket;G!"drop(apple)" | F"go_by(waste_basket)";['"drop(apple)"', '"go_by(waste_basket)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop apple or at some time venture_to house;G!"drop(apple)" | F"venture_to(house)";['"drop(apple)"', '"venture_to(house)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop apple or whenever advance_to house;G!"drop(apple)" | F"advance_to(house)";['"drop(apple)"', '"advance_to(house)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop apple or whenever venture_to house;G!"drop(apple)" | F"venture_to(house)";['"drop(apple)"', '"venture_to(house)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop orange or whenever travel_to house;G!"drop(orange)" | F"travel_to(house)";['"drop(orange)"', '"travel_to(house)"'];G!prop | Fprop;VLTL-Bench_Prev
never let_go orange or when possible travel_to house;G!"let_go(orange)" | F"travel_to(house)";['"travel_to(house)"', '"let_go(orange)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop apple or at some time present_at flag;G!"drop(apple)" | F"present_at(flag)";['"drop(apple)"', '"present_at(flag)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop pear or whenever get_hold_of orange;G!"drop(pear)" | F"get_hold_of(orange)";['"drop(pear)"', '"get_hold_of(orange)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop orange or at any time scoop_up apple;G!"drop(orange)" | F"scoop_up(apple)";['"drop(orange)"', '"scoop_up(apple)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop apple or at any time reach flag;G!"drop(apple)" | F"reach(flag)";['"drop(apple)"', '"reach(flag)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop orange or whenever lay_hold_of apple;G!"drop(orange)" | F"lay_hold_of(apple)";['"lay_hold_of(apple)"', '"drop(orange)"'];G!prop | Fprop;VLTL-Bench_Prev
never drop pear or when possible go_near pear;G!"drop(pear)" | F"go_near(pear)";['"drop(pear)"', '"go_near(pear)"'];G!prop | Fprop;VLTL-Bench_Prev
never let_go orange or never drop orange;G!"let_go(orange)" | G!"drop(orange)";['"drop(orange)"', '"let_go(orange)"'];G!prop | G!prop;VLTL-Bench_Prev
never drop pear or never drop orange;G!"drop(pear)" | G!"drop(orange)";['"drop(orange)"', '"drop(pear)"'];G!prop | G!prop;VLTL-Bench_Prev
never drop apple or repeatedly go_to waste basket;G!"drop(apple)" | GF"go_to(waste_basket)";['"drop(apple)"', '"go_to(waste_basket)"'];G!prop | GFprop;VLTL-Bench_Prev
never let_go or repeatedly go_to pear;G!let_go | GF"go_to(pear)";['let_go', '"go_to(pear)"'];G!prop | GFprop;VLTL-Bench_Prev
never let_go orange or forever hold_onto orange;G!"let_go(orange)" | G"hold_onto(orange)";['"let_go(orange)"', '"hold_onto(orange)"'];G!prop | Gprop;VLTL-Bench_Prev
never drop orange or forever hold_onto orange;G!"drop(orange)" | G"hold_onto(orange)";['"drop(orange)"', '"hold_onto(orange)"'];G!prop | Gprop;VLTL-Bench_Prev
never drop orange or always hold_onto orange;G!"drop(orange)" | G"hold_onto(orange)";['"drop(orange)"', '"hold_onto(orange)"'];G!prop | Gprop;VLTL-Bench_Prev
Continuously transport crate_1 from storage_4 to office_2;GF(storage_4 & F(p_crate_1 & F(office_2 & pd)));['pd', 'office_2', 'storage_4', 'p_crate_1'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you keep taking crate_1 from storage_4 to office_2 repeatedly;GF(storage_4 & F(p_crate_1 & F(office_2 & pd)));['pd', 'office_2', 'storage_4', 'p_crate_1'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you keep moving box_2 from store_4 to hall_8;GF(store_4 & F(p_box_2 & F(hall_8 & pd)));['pd', 'store_4', 'p_box_2', 'hall_8'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you continuously transport crate_8 from mall_5 to office_6;GF(mall_5 & F(p_crate_8 & F(office_6 & pd)));['pd', 'mall_5', 'p_crate_8', 'office_6'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Repeatedly take box_2 from store_4 and deliver it to hall_8;GF(store_4 & F(p_box_2 & F(hall_8 & pd)));['pd', 'store_4', 'p_box_2', 'hall_8'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure crate_8 is delivered from mall_5 to office_6 over and over again;GF(mall_5 & F(p_crate_8 & F(office_6 & pd)));['pd', 'mall_5', 'p_crate_8', 'office_6'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep taking crate_1 from storage_4 to office_2;GF(storage_4 & F(p_crate_1 & F(office_2 & pd)));['pd', 'office_2', 'storage_4', 'p_crate_1'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you keep moving crate_3 from warehouse_4 to mall_3 over time;GF(warehouse_4 & F(p_crate_3 & F(mall_3 & pd)));['pd', 'warehouse_4', 'p_crate_3', 'mall_3'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep taking box_2 from store_4 to hall_8;GF(store_4 & F(p_box_2 & F(hall_8 & pd)));['pd', 'store_4', 'p_box_2', 'hall_8'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep retrieving crate_6 from store_2 and moving it to building_5;GF(store_2 & F(p_crate_6 & F(building_5 & pd)));['pd', 'store_2', 'building_5', 'p_crate_6'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep retrieving crate_8 from mall_5 and taking it to office_6 repeatedly;GF(mall_5 & F(p_crate_8 & F(office_6 & pd)));['pd', 'mall_5', 'p_crate_8', 'office_6'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Continuously transport box_2 from store_4 to hall_8;GF(store_4 & F(p_box_2 & F(hall_8 & pd)));['pd', 'store_4', 'p_box_2', 'hall_8'];GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Repeatedly take brochure_8 from table_2 to street_9 while consistently visiting charger_6;GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GFcharger_6;['pd', 'table_2', 'p_brochure_8', 'street_9', 'charger_6'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Keep taking crate_8 from warehouse_4 to store_8 and also keep visiting charger_2;GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GFcharger_2;['pd', 'store_8', 'p_crate_8', 'warehouse_4', 'charger_2'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Persistently take crate_4 from warehouse_3 to store_9 while consistently visiting charger_3;GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GFcharger_3;['warehouse_3', 'p_crate_4', 'pd', 'store_9', 'charger_3'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Ensure you repeatedly move crate_4 from warehouse_3 to store_9, and also periodically revisit charger_3;GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GFcharger_3;['warehouse_3', 'p_crate_4', 'pd', 'store_9', 'charger_3'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Ensure you repeatedly transport crate_4 from warehouse_3 to store_9, and also periodically visit charger_3;GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GFcharger_3;['warehouse_3', 'p_crate_4', 'pd', 'store_9', 'charger_3'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Repeatedly move crate_8 from warehouse_4 to store_8 while making regular visits to charger_2;GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GFcharger_2;['pd', 'store_8', 'p_crate_8', 'warehouse_4', 'charger_2'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Ensure you keep delivering crate_8 from warehouse_4 to store_8 and periodically visit charger_2;GF(warehouse_4 & F(p_crate_8 & F(pd & store_8))) & GFcharger_2;['pd', 'store_8', 'p_crate_8', 'warehouse_4', 'charger_2'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Keep taking brochure_8 from table_2 to street_9 and also keep visiting charger_6;GF(table_2 & F(p_brochure_8 & F(pd & street_9))) & GFcharger_6;['pd', 'table_2', 'p_brochure_8', 'street_9', 'charger_6'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Continuously deliver package_5 from warehouse_1 to store_5 while repeatedly going to charging_station_5;GF(warehouse_1 & F(p_package_5 & F(pd & store_5))) & GFcharging_station_5;['pd', 'p_package_5', 'store_5', 'charging_station_5', 'warehouse_1'];GF(prop & F(prop & F(prop & prop))) & GFprop;VLTL-Bench_Prev
Ensure you repeatedly ccapture images of landmark_21;GF(landmark_21 & photo);['photo', 'landmark_21'];GF(prop & prop);VLTL-Bench_Prev
Continuously at house_2 and pickup trash_can_4;GF(house_2 & p_trash_can_4);['house_2', 'p_trash_can_4'];GF(prop & prop);VLTL-Bench_Prev
Continuously take pictures of street_3;GF(photo & street_3);['photo', 'street_3'];GF(prop & prop);VLTL-Bench_Prev
Keep taking a picture of landmark_21;GF(landmark_21 & photo);['photo', 'landmark_21'];GF(prop & prop);VLTL-Bench_Prev
Ensure you repeatedly capture photos of street_3;GF(photo & street_3);['photo', 'street_3'];GF(prop & prop);VLTL-Bench_Prev
Keep going to area_2 and taking a picture;GF(area_2 & photo);['photo', 'area_2'];GF(prop & prop);VLTL-Bench_Prev
Persistently take pictures of street_3;GF(photo & street_3);['photo', 'street_3'];GF(prop & prop);VLTL-Bench_Prev
Keep taking a picture of intersection_4;GF(intersection_4 & photo);['photo', 'intersection_4'];GF(prop & prop);VLTL-Bench_Prev
Keep revisiting area_2 and capturing a photo;GF(area_2 & photo);['photo', 'area_2'];GF(prop & prop);VLTL-Bench_Prev
Periodically visit house_2 and pickup trash_can_4 each time;GF(house_2 & p_trash_can_4);['house_2', 'p_trash_can_4'];GF(prop & prop);VLTL-Bench_Prev
Continuously visit area_2 and photo each time;GF(area_2 & photo);['photo', 'area_2'];GF(prop & prop);VLTL-Bench_Prev
Keep returning to house_2 to collect trash_can_4;GF(house_2 & p_trash_can_4);['house_2', 'p_trash_can_4'];GF(prop & prop);VLTL-Bench_Prev
Repeatedly photograph locality_7 while staying away from park_3 entirely;GF(locality_7 & photo) & G!park_3;['photo', 'locality_7', 'park_3'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Keep take pictures of car_1 while refraining from visiting parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Continuously photographing car_1, ensuring you never at parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Continuously take pictures of locality_7 while ensuring you never visit park_3;GF(locality_7 & photo) & G!park_3;['photo', 'locality_7', 'park_3'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Keep capturing images of locality_7, and avoid going to park_3 at all times;GF(locality_7 & photo) & G!park_3;['photo', 'locality_7', 'park_3'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Ensure you persistently take pictures of car_1 while refraining from visiting parking_lot_9 at all times;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Keep photographing car_1, ensuring you never enter parking_lot_9;GF(car_1 & photo) & G!parking_lot_9;['photo', 'car_1', 'parking_lot_9'];GF(prop & prop) & G!prop;VLTL-Bench_Prev
Keep capturing photos of area_9 while you also periodically taking ordnance_3 from camp_4 to camp_9;GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd)));['pd', 'photo', 'area_9', 'camp_4', 'p_ordnance_3', 'camp_9'];GF(prop & prop) & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you repeatedly photograph area_9 while regularly moving ordnance_3 from camp_4 to camp_9;GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd)));['pd', 'photo', 'area_9', 'camp_4', 'p_ordnance_3', 'camp_9'];GF(prop & prop) & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep taking a picture of area_4 and also photo of area_3 periodically;GF(area_4 & photo) & GF(area_3 & photo);['area_3', 'photo', 'area_4'];GF(prop & prop) & GF(prop & prop);VLTL-Bench_Prev
Persistently take pictures of area_4 while repeatedly capturing images of area_3;GF(area_4 & photo) & GF(area_3 & photo);['area_3', 'photo', 'area_4'];GF(prop & prop) & GF(prop & prop);VLTL-Bench_Prev
Ensure you keep capturing photos of area_51 while consistently revisiting charger_4;GF(area_51 & photo) & GFcharger_4;['photo', 'charger_4', 'area_51'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Repeatedly take pictures of building_5 while also continuously returning to charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Continuously photo of area_51 while also repeatedly visiting charger_4;GF(area_51 & photo) & GFcharger_4;['photo', 'charger_4', 'area_51'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Keep taking a picture of area_51 while you also keep visiting charger_4;GF(area_51 & photo) & GFcharger_4;['photo', 'charger_4', 'area_51'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Keep photographing statue_4 while ensuring you also keep revisiting charger_4;GF(photo & statue_4) & GFcharger_4;['photo', 'charger_4', 'statue_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Keep taking a picture of statue_4 and also keep visiting charger_4;GF(photo & statue_4) & GFcharger_4;['photo', 'charger_4', 'statue_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Continuously take pictures of building_5 while repeatedly visiting charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Persistently photograph building_5 while maintaining consistent visits to charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Repeatedly capture photos of statue_4 while persistently returning to charger_4;GF(photo & statue_4) & GFcharger_4;['photo', 'charger_4', 'statue_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Ensure you keep capturing photos of building_5 while regularly revisiting charger_4;GF(building_5 & photo) & GFcharger_4;['photo', 'building_5', 'charger_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Keep capturing photos of statue_4 and also keep returning to charger_4;GF(photo & statue_4) & GFcharger_4;['photo', 'charger_4', 'statue_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Ensure you continuously take pictures of statue_4 while regularly visiting charger_4;GF(photo & statue_4) & GFcharger_4;['photo', 'charger_4', 'statue_4'];GF(prop & prop) & GFprop;VLTL-Bench_Prev
Keep returning to area_5 periodically;GFarea_5;['area_5'];GFprop;VLTL-Bench_Prev
Ensure you keep going to street_5 at regular intervals;GFstreet_5;['street_5'];GFprop;VLTL-Bench_Prev
Keep going back to street_4 repeatedly;GFstreet_4;['street_4'];GFprop;VLTL-Bench_Prev
Revisit street_5 periodically;GFstreet_5;['street_5'];GFprop;VLTL-Bench_Prev
Keep visiting building_5;GFbuilding_5;['building_5'];GFprop;VLTL-Bench_Prev
Continuously visit building_5 at regular intervals;GFbuilding_5;['building_5'];GFprop;VLTL-Bench_Prev
Ensure you keep returning to street_4 periodically;GFstreet_4;['street_4'];GFprop;VLTL-Bench_Prev
repeatedly grab tree and repeatedly grab tree;GF"grab(tree)";['"grab(tree)"'];GFprop;VLTL-Bench_Prev
Keep returning to building_5 periodically;GFbuilding_5;['building_5'];GFprop;VLTL-Bench_Prev
Keep visiting street_4;GFstreet_4;['street_4'];GFprop;VLTL-Bench_Prev
Continuously visit area_5 at regular intervals;GFarea_5;['area_5'];GFprop;VLTL-Bench_Prev
Continuously return to street_5 over time.;GFstreet_5;['street_5'];GFprop;VLTL-Bench_Prev
Keep visiting charger_1 as you take box_4 from house_4 to house_9;GFcharger_1 & F(house_4 & F(box_4 & F(house_9 & pd)));['pd', 'house_4', 'house_9', 'charger_1', 'box_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep returing to charger_2 while transporting plate_4 from table_2 to table_4;GFcharger_2 & F(table_2 & F(p_plate_4 & F(pd & table_4)));['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting parking_lot_4 as you take document_4 from car_5 to car_6;GFparking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd)));['pd', 'parking_lot_4', 'car_5', 'p_document_4', 'car_6'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you keep returning to parking_lot_4 as you move document_4 from car_5 to car_6;GFparking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd)));['pd', 'parking_lot_4', 'car_5', 'p_document_4', 'car_6'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Continuously visit parking_lot_4 while delivering document_4 from car_5 to car_6;GFparking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd)));['pd', 'parking_lot_4', 'car_5', 'p_document_4', 'car_6'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Always eventually visit charger_1, and eventually you at house_4 to get box_4 and at house_9 and put it down;GFcharger_1 & F(house_4 & F(box_4 & F(house_9 & pd)));['pd', 'house_4', 'house_9', 'charger_1', 'box_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Make sure to visit charger_1 repeatedly as you deliver box_4 from house_4 to house_9;GFcharger_1 & F(house_4 & F(box_4 & F(house_9 & pd)));['pd', 'house_4', 'house_9', 'charger_1', 'box_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting charger_2 and take plate_4 from table_2 to table_4;GFcharger_2 & F(table_2 & F(p_plate_4 & F(pd & table_4)));['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting charger_1 while transporting box_4 from house_4 to house_9;GFcharger_1 & F(house_4 & F(box_4 & F(house_9 & pd)));['pd', 'house_4', 'house_9', 'charger_1', 'box_4'];GFprop & F(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep revisiting car_3 on your path to eventually reaching building_2;GFcar_3 & Fbuilding_2;['car_3', 'building_2'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly make_way_to house and at any time journey_to tree;GF"make_way_to(house)" & F"journey_to(tree)";['"journey_to(tree)"', '"make_way_to(house)"'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly make_way_to house and at some time visit flag;GF"make_way_to(house)" & F"visit(flag)";['"make_way_to(house)"', '"visit(flag)"'];GFprop & Fprop;VLTL-Bench_Prev
Ensure you visit car_3 repeatedly while making progress toward building_2;GFcar_3 & Fbuilding_2;['car_3', 'building_2'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly go_to apple trashcan and at any time go_to transh can;GF"go_to(apple_trashcan)" & F"go_to(transh_can)";['"go_to(apple_trashcan)"', '"go_to(transh_can)"'];GFprop & Fprop;VLTL-Bench_Prev
Continuously revisit intersection_4 while ensuring you eventually at locality_9;GFintersection_4 & Flocality_9;['intersection_4', 'locality_9'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly go_to apple trashcan and at any time be_in house's vicinity;GF"go_to(apple_trashcan)" & F"be_in(house's_vicinity)";['"go_to(apple_trashcan)"', '"be_in(house\'s_vicinity)"'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly go_to pear and when possible collect apple;GF"go_to(pear)" & F"collect(apple)";['"go_to(pear)"', '"collect(apple)"'];GFprop & Fprop;VLTL-Bench_Prev
Periodically visit car_3 while ensuring you eventually at building_2;GFcar_3 & Fbuilding_2;['car_3', 'building_2'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly go_to pear and at any time make_your_way flag;GF"go_to(pear)" & F"make_your_way(flag)";['"make_your_way(flag)"', '"go_to(pear)"'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly go_to pear and whenever set_out_to house;GF"go_to(pear)" & F"set_out_to(house)";['"set_out_to(house)"', '"go_to(pear)"'];GFprop & Fprop;VLTL-Bench_Prev
Keep visiting car_3 on your way to building_2;GFcar_3 & Fbuilding_2;['car_3', 'building_2'];GFprop & Fprop;VLTL-Bench_Prev
repeatedly make_way_to house and never drop orange;GF"make_way_to(house)" & G!"drop(orange)";['"drop(orange)"', '"make_way_to(house)"'];GFprop & G!prop;VLTL-Bench_Prev
repeatedly make_way_to house and never drop apple;GF"make_way_to(house)" & G!"drop(apple)";['"drop(apple)"', '"make_way_to(house)"'];GFprop & G!prop;VLTL-Bench_Prev
Periodically visit charger_2 and repeatedly move plate_4 from table_2 to table_4;GFcharger_2 & GF(table_2 & F(p_plate_4 & F(pd & table_4)));['pd', 'table_4', 'table_2', 'charger_2', 'p_plate_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep returning to charging_station_9 as you keep transporting crate_4 from warehouse_5 to mall_4;GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Continuously eventually visit charging_station_9 as you keep taking crate_4 from warehouse_5 to mall_4;GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Continuously cycle back to charger_9 while repeatedly transferring crate_2 from warehouse_8 to store_2;GFcharger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2)));['pd', 'charger_9', 'warehouse_8', 'p_crate_2', 'store_2'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting charging_station_9 as you keep taking crate_4 from warehouse_5 to mall_4;GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting charging_station_5 and keep taking package_5 from warehouse_1 to store_5;GFcharging_station_5 & GF(warehouse_1 & F(p_package_5 & F(pd & store_5)));['pd', 'p_package_5', 'store_5', 'charging_station_5', 'warehouse_1'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Persistently return to charger_12 while regularly delivering box_1 from house_5 to house_23;GFcharger_12 & GF(house_5 & F(p_box_1 & F(house_23 & pd)));['pd', 'house_5', 'p_box_1', 'charger_12', 'house_23'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Always eventually visit charger_9 as you continuously taking crate_2 from warehouse_8 to store_2;GFcharger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2)));['pd', 'charger_9', 'warehouse_8', 'p_crate_2', 'store_2'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure you keep revisiting charging_station_9 as you repeatedly move crate_4 from warehouse_5 to mall_4;GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Ensure that you keep visiting charger_9 and keep moving crate_2 from warehouse_8 to store_2;GFcharger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2)));['pd', 'charger_9', 'warehouse_8', 'p_crate_2', 'store_2'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Always eventually return to charging_station_9 while regularly taking crate_4 from warehouse_5 to mall_4;GFcharging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd)));['p_crate_4', 'pd', 'warehouse_5', 'charging_station_9', 'mall_4'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Keep visiting charger_9 as you keep taking crate_2 from warehouse_8 to store_2;GFcharger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2)));['pd', 'charger_9', 'warehouse_8', 'p_crate_2', 'store_2'];GFprop & GF(prop & F(prop & F(prop & prop)));VLTL-Bench_Prev
Continuously revisit charger_5, and also repeatedly photo in region_4;GFcharger_5 & GF(photo & region_4);['photo', 'charger_5', 'region_4'];GFprop & GF(prop & prop);VLTL-Bench_Prev
Persistently return to charger_4 as you keep taking photo of area_5;GFcharger_4 & GF(area_5 & photo);['photo', 'area_5', 'charger_4'];GFprop & GF(prop & prop);VLTL-Bench_Prev
