NL;LTL;APs;lifted_lifted;source
every time both the train has been launched and the bar is closing then it is always true that the brake is pressed or an elevator is blocked;G((bar_is_closing & train_has_been_launched) -> G(brake_is_pressed | elevator_is_blocked));['brake_is_pressed', 'bar_is_closing', 'train_has_been_launched', 'elevator_is_blocked'];G((prop & prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a table is brown and a car starts, all the time the semaphore is yellow;G((car_starts & table_is_brown) -> Gsemaphore_is_yellow);['car_starts', 'table_is_brown', 'semaphore_is_yellow'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after both the motorbike falls down and a table has been moved, all the time the semaphore is yellow;G((motorbike_falls_down & table_has_been_moved) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'table_has_been_moved', 'semaphore_is_yellow'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time both the sensor captures data and the motorbike falls down then forever, the semaphore is yellow;G((motorbike_falls_down & sensor_captures_data) -> Gsemaphore_is_yellow);['motorbike_falls_down', 'sensor_captures_data', 'semaphore_is_yellow'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if an elevator is open and the train has been launched then all the time the semaphore is yellow;G((elevator_is_open & train_has_been_launched) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'train_has_been_launched', 'elevator_is_open'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after both the house is built and the train derails, always, a semaphore is yellow;G((house_is_built & train_derails) -> Gsemaphore_is_yellow);['train_derails', 'house_is_built', 'semaphore_is_yellow'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time the semaphore is yellow after both a motorbike catches fire and the engine breaks;G((engine_breaks & motorbike_catches_fire) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'motorbike_catches_fire', 'engine_breaks'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the train stops and the bar is down, every time a semaphore is yellow;G((bar_is_down & train_stops) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'bar_is_down', 'train_stops'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after both a train stops and a sensor gathers information, at any time the semaphore is yellow;G((sensor_gathers_information & train_stops) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'sensor_gathers_information', 'train_stops'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the elevator falls and the escalator speeds up then in any case the semaphore is yellow;G((elevator_falls & escalator_speeds_up) -> Gsemaphore_is_yellow);['escalator_speeds_up', 'semaphore_is_yellow', 'elevator_falls'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
after the semaphore is yellow and the train stops, it is always true that a semaphore is yellow;G((semaphore_is_yellow & train_stops) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'train_stops'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
all the time a semaphore is yellow after both a train has been launched and the bar is closing;G((bar_is_closing & train_has_been_launched) -> Gsemaphore_is_yellow);['bar_is_closing', 'semaphore_is_yellow', 'train_has_been_launched'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if a semaphore is green and an elevator falls then it is always the case that a semaphore is yellow;G((elevator_falls & semaphore_is_green) -> Gsemaphore_is_yellow);['semaphore_is_yellow', 'elevator_falls', 'semaphore_is_green'];G((prop & prop) -> Gprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time the manager handles requests or a constructor instantiate objects then eventually, a constructor creates instances and the escalator moves;G((constructor_instantiate_objects | manager_handles_requests) -> F(constructor_creates_instances & escalator_moves));['constructor_instantiate_objects', 'constructor_creates_instances', 'escalator_moves', 'manager_handles_requests'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment both the engine breaks and the car starts after either the elevator is blocked or the escalator moves;G((elevator_is_blocked | escalator_moves) -> F(car_starts & engine_breaks));['car_starts', 'escalator_moves', 'elevator_is_blocked', 'engine_breaks'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that a semaphore is green and a bridge opens after either the house is open or a table has been moved;G((house_is_open | table_has_been_moved) -> F(bridge_opens & semaphore_is_green));['house_is_open', 'table_has_been_moved', 'bridge_opens', 'semaphore_is_green'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either the elevator falls or the motorbike catches fire then it will happen that the house is open and the sensor retrieves data;G((elevator_falls | motorbike_catches_fire) -> F(house_is_open & sensor_retrieves_data));['house_is_open', 'elevator_falls', 'motorbike_catches_fire', 'sensor_retrieves_data'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the engine breaks or the bar is closing then at a certain moment the brake is pressed and the motorbike catches fire;G((bar_is_closing | engine_breaks) -> F(brake_is_pressed & motorbike_catches_fire));['brake_is_pressed', 'bar_is_closing', 'motorbike_catches_fire', 'engine_breaks'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment the elevator is open and the motorbike falls down after the semaphore is green or the car enters;G((car_enters | semaphore_is_green) -> F(elevator_is_open & motorbike_falls_down));['motorbike_falls_down', 'car_enters', 'semaphore_is_green', 'elevator_is_open'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either the engine stops or a train stops then at a certain moment the semaphore is green and the bar is down;G((engine_stops | train_stops) -> F(bar_is_down & semaphore_is_green));['bar_is_down', 'semaphore_is_green', 'train_stops', 'engine_stops'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point the elevator rises and a train is crossing after either the escalator is blocked or a constructor creates instances;G((constructor_creates_instances | escalator_is_blocked) -> F(elevator_rises & train_is_crossing));['train_is_crossing', 'constructor_creates_instances', 'elevator_rises', 'escalator_is_blocked'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point in time both a semaphore is yellow and the engine starts after the bridge closes or the semaphore is broken;G((bridge_closes | semaphore_is_broken) -> F(engine_starts & semaphore_is_yellow));['semaphore_is_yellow', 'engine_starts', 'bridge_closes', 'semaphore_is_broken'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when either the bar has to be repaired or the car enters then at some point in time the bar is up and the escalator is blocked;G((bar_has_to_be_repaired | car_enters) -> F(bar_is_up & escalator_is_blocked));['bar_is_up', 'car_enters', 'bar_has_to_be_repaired', 'escalator_is_blocked'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
at some point a train derails and the brake is released after either the house is open or the constructor instantiate objects;G((constructor_instantiate_objects | house_is_open) -> F(brake_is_released & train_derails));['house_is_open', 'train_derails', 'constructor_instantiate_objects', 'brake_is_released'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either the car starts or a car stops, at a certain moment both the bridge opens and a train has been launched;G((car_starts | car_stops) -> F(bridge_opens & train_has_been_launched));['car_starts', 'car_stops', 'bridge_opens', 'train_has_been_launched'];G((prop | prop) -> F(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either the semaphore is green or a car enters, at a certain moment a table is old or the constructor instantiate objects;G((car_enters | semaphore_is_green) -> F(constructor_instantiate_objects | table_is_old));['constructor_instantiate_objects', 'car_enters', 'table_is_old', 'semaphore_is_green'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either an elevator is open or the semaphore is green then sooner or later either a car starts or the manager handles requests;G((elevator_is_open | semaphore_is_green) -> F(car_starts | manager_handles_requests));['car_starts', 'semaphore_is_green', 'elevator_is_open', 'manager_handles_requests'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the escalator is blocked or a train stops then eventually, the engine breaks or a bridge closes;G((escalator_is_blocked | train_stops) -> F(bridge_closes | engine_breaks));['bridge_closes', 'engine_breaks', 'escalator_is_blocked', 'train_stops'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when a sensor gathers information or the table has been moved then at some point the bar has to be repaired or the sensor retrieves data;G((sensor_gathers_information | table_has_been_moved) -> F(bar_has_to_be_repaired | sensor_retrieves_data));['table_has_been_moved', 'bar_has_to_be_repaired', 'sensor_retrieves_data', 'sensor_gathers_information'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the table is old or the train is crossing then finally, a house is open or the table is old;G((table_is_old | train_is_crossing) -> F(house_is_open | table_is_old));['house_is_open', 'train_is_crossing', 'table_is_old'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as the escalator moves or the train has arrived, it is going to happen that either a train has been launched or the escalator moves;G((escalator_moves | train_has_arrived) -> F(escalator_moves | train_has_been_launched));['train_has_been_launched', 'escalator_moves', 'train_has_arrived'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either the engine stops or a house is open then it is going to happen that a train has arrived or a constructor instantiate objects;G((engine_stops | house_is_open) -> F(constructor_instantiate_objects | train_has_arrived));['house_is_open', 'constructor_instantiate_objects', 'engine_stops', 'train_has_arrived'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either a table is old or a train has arrived then finally, either an elevator falls or an elevator is open;G((table_is_old | train_has_arrived) -> F(elevator_falls | elevator_is_open));['table_is_old', 'elevator_falls', 'elevator_is_open', 'train_has_arrived'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always when either the bar has to be repaired or the sensor retrieves data then it will happen that either the bridge closes or a car starts;G((bar_has_to_be_repaired | sensor_retrieves_data) -> F(bridge_closes | car_starts));['car_starts', 'bar_has_to_be_repaired', 'bridge_closes', 'sensor_retrieves_data'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the elevator rises or a semaphore is yellow then at some point in time a house is open or the train derails;G((elevator_rises | semaphore_is_yellow) -> F(house_is_open | train_derails));['house_is_open', 'train_derails', 'semaphore_is_yellow', 'elevator_rises'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
as a train has arrived or an elevator rises, it is going to happen that either the brake is pressed or a motorbike catches fire;G((elevator_rises | train_has_arrived) -> F(brake_is_pressed | motorbike_catches_fire));['brake_is_pressed', 'motorbike_catches_fire', 'elevator_rises', 'train_has_arrived'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either a train has been launched or the escalator moves then eventually, either a constructor creates instances or the train has arrived;G((escalator_moves | train_has_been_launched) -> F(constructor_creates_instances | train_has_arrived));['constructor_creates_instances', 'train_has_been_launched', 'escalator_moves', 'train_has_arrived'];G((prop | prop) -> F(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either a car stops or the escalator is blocked then at a certain moment the train has arrived;G((car_stops | escalator_is_blocked) -> Ftrain_has_arrived);['car_stops', 'escalator_is_blocked', 'train_has_arrived'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
as a table is old or an elevator falls, sooner or later a semaphore is yellow;G((elevator_falls | table_is_old) -> Fsemaphore_is_yellow);['table_is_old', 'semaphore_is_yellow', 'elevator_falls'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
every time either the bar has to be repaired or the escalator speeds up then finally, a train has arrived;G((bar_has_to_be_repaired | escalator_speeds_up) -> Ftrain_has_arrived);['escalator_speeds_up', 'bar_has_to_be_repaired', 'train_has_arrived'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if either a train stops or a house is open then at a certain moment the semaphore is yellow;G((house_is_open | train_stops) -> Fsemaphore_is_yellow);['house_is_open', 'semaphore_is_yellow', 'train_stops'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
at a certain moment a train derails after either a semaphore is green or the car enters;G((car_enters | semaphore_is_green) -> Ftrain_derails);['train_derails', 'car_enters', 'semaphore_is_green'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if either the train stops or the house is open then in the future a train has arrived;G((house_is_open | train_stops) -> Ftrain_has_arrived);['house_is_open', 'train_stops', 'train_has_arrived'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
as an elevator is blocked or the constructor creates instances, in the future a train derails;G((constructor_creates_instances | elevator_is_blocked) -> Ftrain_derails);['train_derails', 'constructor_creates_instances', 'elevator_is_blocked'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if a car starts or the semaphore is broken then at some point the train has arrived;G((car_starts | semaphore_is_broken) -> Ftrain_has_arrived);['car_starts', 'semaphore_is_broken', 'train_has_arrived'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
it is going to happen that the train derails after either a car stops or a house is built;G((car_stops | house_is_built) -> Ftrain_derails);['train_derails', 'house_is_built', 'car_stops'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
if either a semaphore is red or a car stops then at some point the train derails;G((car_stops | semaphore_is_red) -> Ftrain_derails);['semaphore_is_red', 'train_derails', 'car_stops'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
sooner or later the semaphore is yellow after a car enters or the escalator speeds up;G((car_enters | escalator_speeds_up) -> Fsemaphore_is_yellow);['escalator_speeds_up', 'car_enters', 'semaphore_is_yellow'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the bar is up or the escalator speeds up then in the future the train has arrived;G((bar_is_up | escalator_speeds_up) -> Ftrain_has_arrived);['bar_is_up', 'escalator_speeds_up', 'train_has_arrived'];G((prop | prop) -> Fprop);NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either the brake is released or the engine starts then it is never the case that a train is crossing and a manager collect claims;G((brake_is_released | engine_starts) -> G!(manager_collect_claims & train_is_crossing));['train_is_crossing', 'manager_collect_claims', 'engine_starts', 'brake_is_released'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always either a motorbike is driven or the escalator speeds up implies that under no condition both the constructor creates instances and the car enters;G((escalator_speeds_up | motorbike_is_driven) -> G!(car_enters & constructor_creates_instances));['escalator_speeds_up', 'motorbike_is_driven', 'constructor_creates_instances', 'car_enters'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the bar has to be repaired or a train has arrived then never, both a house is built and a motorbike has stopped;G((bar_has_to_be_repaired | train_has_arrived) -> G!(house_is_built & motorbike_has_stopped));['house_is_built', 'bar_has_to_be_repaired', 'motorbike_has_stopped', 'train_has_arrived'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the car enters or the brake is released then it should not happen that both a constructor instantiate objects and the escalator speeds up;G((brake_is_released | car_enters) -> G!(constructor_instantiate_objects & escalator_speeds_up));['escalator_speeds_up', 'constructor_instantiate_objects', 'car_enters', 'brake_is_released'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either a semaphore is green or the bar is up then it should not happen that both the escalator is blocked and a semaphore is yellow;G((bar_is_up | semaphore_is_green) -> G!(escalator_is_blocked & semaphore_is_yellow));['bar_is_up', 'semaphore_is_yellow', 'semaphore_is_green', 'escalator_is_blocked'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
under no circumstances both a constructor creates instances and the car enters after the engine starts or a train is crossing;G((engine_starts | train_is_crossing) -> G!(car_enters & constructor_creates_instances));['train_is_crossing', 'constructor_creates_instances', 'car_enters', 'engine_starts'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a motorbike catches fire or the bar has to be repaired then it is never the case that the engine starts and the semaphore is broken;G((bar_has_to_be_repaired | motorbike_catches_fire) -> G!(engine_starts & semaphore_is_broken));['bar_has_to_be_repaired', 'motorbike_catches_fire', 'engine_starts', 'semaphore_is_broken'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a table is brown or a car stops, it never happens that both a constructor instantiate objects and the escalator speeds up;G((car_stops | table_is_brown) -> G!(constructor_instantiate_objects & escalator_speeds_up));['escalator_speeds_up', 'constructor_instantiate_objects', 'table_is_brown', 'car_stops'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if either the escalator moves or the table is old then it will not happen that the escalator is blocked and a semaphore is yellow;G((escalator_moves | table_is_old) -> G!(escalator_is_blocked & semaphore_is_yellow));['table_is_old', 'semaphore_is_yellow', 'escalator_moves', 'escalator_is_blocked'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time the bar is up or the sensor retrieves data then it should not happen that the bar is up and a motorbike has stopped;G((bar_is_up | sensor_retrieves_data) -> G!(bar_is_up & motorbike_has_stopped));['bar_is_up', 'sensor_retrieves_data', 'motorbike_has_stopped'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always either the escalator is blocked or the car starts implies that it never happens that the bar is up and a car starts;G((car_starts | escalator_is_blocked) -> G!(bar_is_up & car_starts));['car_starts', 'bar_is_up', 'escalator_is_blocked'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the semaphore is green or a motorbike falls down, at no time the engine starts and the semaphore is broken;G((motorbike_falls_down | semaphore_is_green) -> G!(engine_starts & semaphore_is_broken));['motorbike_falls_down', 'engine_starts', 'semaphore_is_broken', 'semaphore_is_green'];G((prop | prop) -> G!(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it should not happen that a train stops or the semaphore is red after the elevator is blocked or the elevator falls;G((elevator_falls | elevator_is_blocked) -> G!(semaphore_is_red | train_stops));['semaphore_is_red', 'elevator_falls', 'elevator_is_blocked', 'train_stops'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always the engine breaks or a sensor gathers information implies that it is never the case that either the house is open or the manager collect claims;G((engine_breaks | sensor_gathers_information) -> G!(house_is_open | manager_collect_claims));['house_is_open', 'manager_collect_claims', 'sensor_gathers_information', 'engine_breaks'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a car stops or the house collapses then under no condition either an elevator is blocked or an elevator falls;G((car_stops | house_collapses) -> G!(elevator_falls | elevator_is_blocked));['car_stops', 'house_collapses', 'elevator_falls', 'elevator_is_blocked'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
absolutely never, the escalator is blocked or a motorbike has started after the motorbike catches fire or the bar has to be repaired;G((bar_has_to_be_repaired | motorbike_catches_fire) -> G!(escalator_is_blocked | motorbike_has_started));['bar_has_to_be_repaired', 'motorbike_catches_fire', 'motorbike_has_started', 'escalator_is_blocked'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the bar has to be repaired or the motorbike falls down then under no condition the brake is released or the train has been launched;G((bar_has_to_be_repaired | motorbike_falls_down) -> G!(brake_is_released | train_has_been_launched));['motorbike_falls_down', 'bar_has_to_be_repaired', 'train_has_been_launched', 'brake_is_released'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
if the sensor captures data or the escalator moves then it never happens that either the engine starts or a motorbike catches fire;G((escalator_moves | sensor_captures_data) -> G!(engine_starts | motorbike_catches_fire));['sensor_captures_data', 'motorbike_catches_fire', 'escalator_moves', 'engine_starts'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always either the engine stops or a train stops implies that under no circumstances either a house collapses or the bar is closing;G((engine_stops | train_stops) -> G!(bar_is_closing | house_collapses));['bar_is_closing', 'house_collapses', 'train_stops', 'engine_stops'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
absolutely never, either a house is open or the manager collect claims after either the brake is released or a train has been launched;G((brake_is_released | train_has_been_launched) -> G!(house_is_open | manager_collect_claims));['house_is_open', 'manager_collect_claims', 'train_has_been_launched', 'brake_is_released'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a house is open or the manager collect claims, under no condition the house collapses or the bar is closing;G((house_is_open | manager_collect_claims) -> G!(bar_is_closing | house_collapses));['house_is_open', 'bar_is_closing', 'manager_collect_claims', 'house_collapses'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always either the brake is released or a table is brown implies that under no condition a train has been launched or the train has arrived;G((brake_is_released | table_is_brown) -> G!(train_has_arrived | train_has_been_launched));['table_is_brown', 'train_has_been_launched', 'brake_is_released', 'train_has_arrived'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either the escalator is blocked or the car starts, it is never the case that a semaphore is green or a motorbike falls down;G((car_starts | escalator_is_blocked) -> G!(motorbike_falls_down | semaphore_is_green));['car_starts', 'motorbike_falls_down', 'semaphore_is_green', 'escalator_is_blocked'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the elevator is open or the bar is closing then absolutely never, either a semaphore is green or the bar is up;G((bar_is_closing | elevator_is_open) -> G!(bar_is_up | semaphore_is_green));['bar_is_up', 'bar_is_closing', 'semaphore_is_green', 'elevator_is_open'];G((prop | prop) -> G!(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either the semaphore is yellow or the engine breaks then always, both the bar has to be repaired and the bar is down;G((engine_breaks | semaphore_is_yellow) -> G(bar_has_to_be_repaired & bar_is_down));['bar_has_to_be_repaired', 'semaphore_is_yellow', 'bar_is_down', 'engine_breaks'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
always, both the bar has to be repaired and the bar is down after the table is brown or a house collapses;G((house_collapses | table_is_brown) -> G(bar_has_to_be_repaired & bar_is_down));['table_is_brown', 'bar_has_to_be_repaired', 'house_collapses', 'bar_is_down'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the table is brown or the escalator speeds up, at any time a train stops and the train has arrived;G((escalator_speeds_up | table_is_brown) -> G(train_has_arrived & train_stops));['escalator_speeds_up', 'table_is_brown', 'train_stops', 'train_has_arrived'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
it is always the case that both a sensor retrieves data and the engine breaks after a car starts or an elevator falls;G((car_starts | elevator_falls) -> G(engine_breaks & sensor_retrieves_data));['car_starts', 'elevator_falls', 'sensor_retrieves_data', 'engine_breaks'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after the brake is released or the motorbike has started, it is always the case that the bar has to be repaired and the bridge opens;G((brake_is_released | motorbike_has_started) -> G(bar_has_to_be_repaired & bridge_opens));['bar_has_to_be_repaired', 'bridge_opens', 'brake_is_released', 'motorbike_has_started'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either the house is built or an elevator is open, it is always true that both a train has arrived and the sensor gathers information;G((elevator_is_open | house_is_built) -> G(sensor_gathers_information & train_has_arrived));['house_is_built', 'sensor_gathers_information', 'elevator_is_open', 'train_has_arrived'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time either the escalator is blocked or the escalator moves then it is always the case that the semaphore is broken and the house is built;G((escalator_is_blocked | escalator_moves) -> G(house_is_built & semaphore_is_broken));['house_is_built', 'escalator_moves', 'semaphore_is_broken', 'escalator_is_blocked'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the manager handles requests or the motorbike has started then every time the brake is released and the bar has to be repaired;G((manager_handles_requests | motorbike_has_started) -> G(bar_has_to_be_repaired & brake_is_released));['bar_has_to_be_repaired', 'brake_is_released', 'motorbike_has_started', 'manager_handles_requests'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either a sensor captures data or the engine breaks, it is always the case that both the train has been launched and the bar is closing;G((engine_breaks | sensor_captures_data) -> G(bar_is_closing & train_has_been_launched));['bar_is_closing', 'sensor_captures_data', 'train_has_been_launched', 'engine_breaks'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after either the sensor captures data or the brake is released, it is always the case that a sensor captures data and the motorbike falls down;G((brake_is_released | sensor_captures_data) -> G(motorbike_falls_down & sensor_captures_data));['motorbike_falls_down', 'sensor_captures_data', 'brake_is_released'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a semaphore is yellow or the engine breaks, eternally, both the engine starts and the house is built;G((engine_breaks | semaphore_is_yellow) -> G(engine_starts & house_is_built));['house_is_built', 'semaphore_is_yellow', 'engine_starts', 'engine_breaks'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either a semaphore is green or the bar is up then always, both a constructor creates instances and a car stops;G((bar_is_up | semaphore_is_green) -> G(car_stops & constructor_creates_instances));['bar_is_up', 'car_stops', 'constructor_creates_instances', 'semaphore_is_green'];G((prop | prop) -> G(prop & prop));NL-to-LTL-Synthetic-Datasetprocessed_data
after a table is old or the car starts, it is always true that either the brake is released or the escalator is blocked;G((car_starts | table_is_old) -> G(brake_is_released | escalator_is_blocked));['car_starts', 'table_is_old', 'brake_is_released', 'escalator_is_blocked'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the sensor captures data or the train has been launched then it is always true that either a bridge closes or the bridge opens;G((sensor_captures_data | train_has_been_launched) -> G(bridge_closes | bridge_opens));['sensor_captures_data', 'bridge_opens', 'train_has_been_launched', 'bridge_closes'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever a constructor creates instances or a house is built then at any time either a manager handles requests or the table is old;G((constructor_creates_instances | house_is_built) -> G(manager_handles_requests | table_is_old));['house_is_built', 'constructor_creates_instances', 'table_is_old', 'manager_handles_requests'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever the brake is released or the escalator is blocked then forever, either the bridge closes or a bridge opens;G((brake_is_released | escalator_is_blocked) -> G(bridge_closes | bridge_opens));['bridge_opens', 'bridge_closes', 'brake_is_released', 'escalator_is_blocked'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
whenever either the bar is up or the elevator rises then all the time the brake is released or the escalator is blocked;G((bar_is_up | elevator_rises) -> G(brake_is_released | escalator_is_blocked));['bar_is_up', 'elevator_rises', 'brake_is_released', 'escalator_is_blocked'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
every time a motorbike has stopped or a semaphore is broken after the motorbike has stopped or the elevator is blocked;G((elevator_is_blocked | motorbike_has_stopped) -> G(motorbike_has_stopped | semaphore_is_broken));['semaphore_is_broken', 'motorbike_has_stopped', 'elevator_is_blocked'];G((prop | prop) -> G(prop | prop));NL-to-LTL-Synthetic-Datasetprocessed_data
